[ AI-Rank-Log  4/ 8 18: 2: 7.412 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 19: 3:45.418 ]sampleid: 000000455267.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 3:47.206 ]sampleid: 000000455301.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 3:48.984 ]sampleid: 000000455352.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 3:50.765 ]sampleid: 000000455448.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 3:52.524 ]sampleid: 000000455555.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 3:54.275 ]sampleid: 000000455597.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 3:56. 37 ]sampleid: 000000455624.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 3:57.809 ]sampleid: 000000455716.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 3:59.556 ]sampleid: 000000455872.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4: 1.329 ]sampleid: 000000455937.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4: 3. 87 ]sampleid: 000000455981.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4: 4.861 ]sampleid: 000000456015.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4: 6.633 ]sampleid: 000000456143.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4: 8.410 ]sampleid: 000000456292.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:10.161 ]sampleid: 000000456303.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:11.917 ]sampleid: 000000456394.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:13.684 ]sampleid: 000000456496.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:15.444 ]sampleid: 000000456559.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:17.217 ]sampleid: 000000456662.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:19. 12 ]sampleid: 000000456865.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:20.785 ]sampleid: 000000457078.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:22.566 ]sampleid: 000000457262.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:24.342 ]sampleid: 000000457559.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:26.127 ]sampleid: 000000457848.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:27.906 ]sampleid: 000000457884.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:29.691 ]sampleid: 000000458045.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:31.459 ]sampleid: 000000458054.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:33.251 ]sampleid: 000000458109.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:35. 31 ]sampleid: 000000458223.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:36.817 ]sampleid: 000000458255.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:38.627 ]sampleid: 000000458325.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:40.417 ]sampleid: 000000458410.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:42.220 ]sampleid: 000000458663.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:43.993 ]sampleid: 000000458702.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:45.767 ]sampleid: 000000458755.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:47.540 ]sampleid: 000000458768.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:49.329 ]sampleid: 000000458790.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:51.100 ]sampleid: 000000458992.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:52.899 ]sampleid: 000000459153.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:54.700 ]sampleid: 000000459195.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:56.501 ]sampleid: 000000459272.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 4:58.300 ]sampleid: 000000459396.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5: 0. 96 ]sampleid: 000000459437.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5: 1.899 ]sampleid: 000000459467.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5: 3.700 ]sampleid: 000000459500.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5: 5.500 ]sampleid: 000000459634.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5: 7.310 ]sampleid: 000000459662.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5: 9.103 ]sampleid: 000000459757.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:10.906 ]sampleid: 000000459809.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:12.705 ]sampleid: 000000459887.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:14.511 ]sampleid: 000000459954.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:16.314 ]sampleid: 000000460147.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:18.116 ]sampleid: 000000460160.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:19.909 ]sampleid: 000000460229.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:21.715 ]sampleid: 000000460333.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:23.517 ]sampleid: 000000460347.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:25.315 ]sampleid: 000000460379.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:27. 99 ]sampleid: 000000460494.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:28.896 ]sampleid: 000000460682.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:30.711 ]sampleid: 000000460683.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:32.501 ]sampleid: 000000460841.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:34.307 ]sampleid: 000000460927.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:36.114 ]sampleid: 000000460929.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:37.937 ]sampleid: 000000460967.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:39.758 ]sampleid: 000000461009.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:41.561 ]sampleid: 000000461036.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:43.359 ]sampleid: 000000461275.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:45.162 ]sampleid: 000000461405.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:46.967 ]sampleid: 000000461573.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:48.763 ]sampleid: 000000461751.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:50.555 ]sampleid: 000000462031.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:52.343 ]sampleid: 000000462371.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:54.164 ]sampleid: 000000462576.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:55.980 ]sampleid: 000000462614.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:57.810 ]sampleid: 000000462629.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 5:59.602 ]sampleid: 000000462643.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6: 1.409 ]sampleid: 000000462728.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6: 3.210 ]sampleid: 000000462756.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6: 5.  9 ]sampleid: 000000462904.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6: 6.770 ]sampleid: 000000463037.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6: 8.564 ]sampleid: 000000463174.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:10.370 ]sampleid: 000000463199.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:12.169 ]sampleid: 000000463283.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:13.967 ]sampleid: 000000463522.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:15.765 ]sampleid: 000000463527.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:17.570 ]sampleid: 000000463542.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:19.361 ]sampleid: 000000463618.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:21.153 ]sampleid: 000000463647.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:22.970 ]sampleid: 000000463690.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:24.752 ]sampleid: 000000463730.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:26.550 ]sampleid: 000000463802.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:28.356 ]sampleid: 000000463842.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:30.169 ]sampleid: 000000463849.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:31.953 ]sampleid: 000000463918.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:33.765 ]sampleid: 000000464089.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:35.555 ]sampleid: 000000464144.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:37.362 ]sampleid: 000000464251.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:39.153 ]sampleid: 000000464358.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:40.955 ]sampleid: 000000464476.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:42.766 ]sampleid: 000000464522.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:44.582 ]sampleid: 000000464689.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:46.389 ]sampleid: 000000464786.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:48.205 ]sampleid: 000000464824.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:50. 11 ]sampleid: 000000464872.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:51.811 ]sampleid: 000000465129.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:53.602 ]sampleid: 000000465179.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:55.410 ]sampleid: 000000465180.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:57.217 ]sampleid: 000000465430.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 6:59. 30 ]sampleid: 000000465549.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7: 0.849 ]sampleid: 000000465585.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7: 2.650 ]sampleid: 000000465675.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7: 4.456 ]sampleid: 000000465718.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7: 6.282 ]sampleid: 000000465806.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7: 8. 83 ]sampleid: 000000465822.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7: 9.889 ]sampleid: 000000465836.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:11.698 ]sampleid: 000000466085.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:13.525 ]sampleid: 000000466125.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:15.322 ]sampleid: 000000466156.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:17.127 ]sampleid: 000000466256.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:18.930 ]sampleid: 000000466339.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:20.745 ]sampleid: 000000466416.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:22.571 ]sampleid: 000000466567.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:24.382 ]sampleid: 000000466602.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:26.218 ]sampleid: 000000466835.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:28. 67 ]sampleid: 000000466986.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:29.889 ]sampleid: 000000467176.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:31.695 ]sampleid: 000000467315.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:33.533 ]sampleid: 000000467511.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:35.377 ]sampleid: 000000467776.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:37.231 ]sampleid: 000000467848.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:39. 63 ]sampleid: 000000468124.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:40.889 ]sampleid: 000000468233.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:42.679 ]sampleid: 000000468245.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:44.506 ]sampleid: 000000468332.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:46.331 ]sampleid: 000000468501.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:48.145 ]sampleid: 000000468505.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:49.987 ]sampleid: 000000468577.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:51.826 ]sampleid: 000000468632.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:53.656 ]sampleid: 000000468925.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:55.495 ]sampleid: 000000468954.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:57.342 ]sampleid: 000000468965.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 7:59.170 ]sampleid: 000000469067.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8: 1.  1 ]sampleid: 000000469174.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8: 2.880 ]sampleid: 000000469192.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8: 4.715 ]sampleid: 000000469246.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8: 6.547 ]sampleid: 000000469652.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8: 8.388 ]sampleid: 000000469828.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:10.226 ]sampleid: 000000470121.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:12. 71 ]sampleid: 000000470173.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:13.921 ]sampleid: 000000470773.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:15.753 ]sampleid: 000000470779.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:17.587 ]sampleid: 000000470924.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:19.434 ]sampleid: 000000470952.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:21.253 ]sampleid: 000000471023.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:23. 75 ]sampleid: 000000471087.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:24.923 ]sampleid: 000000471450.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:26.763 ]sampleid: 000000471567.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:28.596 ]sampleid: 000000471756.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:30.435 ]sampleid: 000000471789.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:32.256 ]sampleid: 000000471869.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:34. 84 ]sampleid: 000000471893.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:35.918 ]sampleid: 000000471991.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:37.751 ]sampleid: 000000472030.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:39.596 ]sampleid: 000000472046.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:41.443 ]sampleid: 000000472298.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:43.262 ]sampleid: 000000472375.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:45. 85 ]sampleid: 000000472623.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:46.925 ]sampleid: 000000472678.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:48.757 ]sampleid: 000000473015.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:50.579 ]sampleid: 000000473118.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:52.424 ]sampleid: 000000473121.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:54.263 ]sampleid: 000000473219.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:56. 82 ]sampleid: 000000473237.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:57.917 ]sampleid: 000000473406.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 8:59.744 ]sampleid: 000000473821.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9: 1.598 ]sampleid: 000000473869.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9: 3.455 ]sampleid: 000000473974.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9: 5.327 ]sampleid: 000000474021.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9: 7.171 ]sampleid: 000000474028.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9: 9. 14 ]sampleid: 000000474039.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:10.896 ]sampleid: 000000474078.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:12.766 ]sampleid: 000000474095.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:14.631 ]sampleid: 000000474164.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:16.504 ]sampleid: 000000474167.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:18.384 ]sampleid: 000000474170.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:20.254 ]sampleid: 000000474293.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:22.124 ]sampleid: 000000474344.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:23.986 ]sampleid: 000000474452.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:25.854 ]sampleid: 000000474786.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:27.730 ]sampleid: 000000474854.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:29.583 ]sampleid: 000000474881.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:31.454 ]sampleid: 000000475064.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:33.329 ]sampleid: 000000475150.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:35.182 ]sampleid: 000000475191.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:37. 66 ]sampleid: 000000475223.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:38.949 ]sampleid: 000000475365.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:40.822 ]sampleid: 000000475387.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:42.687 ]sampleid: 000000475484.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:44.533 ]sampleid: 000000475572.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:46.408 ]sampleid: 000000475678.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:48.253 ]sampleid: 000000475732.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:50.103 ]sampleid: 000000475779.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:51.980 ]sampleid: 000000475904.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:53.866 ]sampleid: 000000476119.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:55.752 ]sampleid: 000000476215.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:57.616 ]sampleid: 000000476258.jpg, result=true
[ AI-Rank-Log  4/ 8 19: 9:59.504 ]sampleid: 000000476415.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10: 1.385 ]sampleid: 000000476491.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10: 3.258 ]sampleid: 000000476514.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10: 5.117 ]sampleid: 000000476704.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10: 6.991 ]sampleid: 000000476770.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10: 8.873 ]sampleid: 000000476787.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:10.764 ]sampleid: 000000476810.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:12.635 ]sampleid: 000000477118.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:14.522 ]sampleid: 000000477227.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:16.390 ]sampleid: 000000477288.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:18.256 ]sampleid: 000000477441.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:20.114 ]sampleid: 000000477623.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:21.971 ]sampleid: 000000477689.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:23.825 ]sampleid: 000000477805.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:25.711 ]sampleid: 000000477955.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:27.587 ]sampleid: 000000478136.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:29.457 ]sampleid: 000000478286.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:31.340 ]sampleid: 000000478393.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:33.223 ]sampleid: 000000478420.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:35.110 ]sampleid: 000000478474.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:36.991 ]sampleid: 000000478721.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:38.860 ]sampleid: 000000478862.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:40.746 ]sampleid: 000000479030.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:42.630 ]sampleid: 000000479099.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:44.495 ]sampleid: 000000479126.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:46.376 ]sampleid: 000000479155.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:48.248 ]sampleid: 000000479248.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:50. 77 ]sampleid: 000000479448.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:51.946 ]sampleid: 000000479596.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:53.815 ]sampleid: 000000479732.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:55.704 ]sampleid: 000000479912.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:57.588 ]sampleid: 000000479953.jpg, result=true
[ AI-Rank-Log  4/ 8 19:10:59.472 ]sampleid: 000000480021.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11: 1.353 ]sampleid: 000000480122.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11: 3.234 ]sampleid: 000000480212.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11: 5.124 ]sampleid: 000000480275.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11: 6.996 ]sampleid: 000000480842.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11: 8.868 ]sampleid: 000000480936.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:10.766 ]sampleid: 000000480944.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:12.629 ]sampleid: 000000480985.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:14.507 ]sampleid: 000000481159.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:16.400 ]sampleid: 000000481386.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:18.284 ]sampleid: 000000481390.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:20.170 ]sampleid: 000000481404.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:22. 41 ]sampleid: 000000481413.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:23.922 ]sampleid: 000000481480.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:25.805 ]sampleid: 000000481567.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:27.683 ]sampleid: 000000481573.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:29.557 ]sampleid: 000000481582.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:31.506 ]sampleid: 000000482100.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:33.374 ]sampleid: 000000482275.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:35.265 ]sampleid: 000000482319.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:37.140 ]sampleid: 000000482436.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:39. 30 ]sampleid: 000000482477.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:40.921 ]sampleid: 000000482487.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:42.800 ]sampleid: 000000482585.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:44.695 ]sampleid: 000000482719.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:46.602 ]sampleid: 000000482735.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:48.490 ]sampleid: 000000482800.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:50.357 ]sampleid: 000000482917.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:52.232 ]sampleid: 000000482970.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:54.120 ]sampleid: 000000482978.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:56. 16 ]sampleid: 000000483050.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:57.927 ]sampleid: 000000483531.jpg, result=true
[ AI-Rank-Log  4/ 8 19:11:59.804 ]sampleid: 000000483667.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12: 1.691 ]sampleid: 000000483999.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12: 3.570 ]sampleid: 000000484029.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12: 5.466 ]sampleid: 000000484296.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12: 7.366 ]sampleid: 000000484351.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12: 9.252 ]sampleid: 000000484404.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:11.119 ]sampleid: 000000484415.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:13.  9 ]sampleid: 000000484760.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:14.906 ]sampleid: 000000484893.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:16.816 ]sampleid: 000000484978.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:18.724 ]sampleid: 000000485027.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:20.618 ]sampleid: 000000485071.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:22.529 ]sampleid: 000000485130.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:24.408 ]sampleid: 000000485237.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:26.290 ]sampleid: 000000485424.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:28.159 ]sampleid: 000000485480.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:30. 46 ]sampleid: 000000485802.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:31.929 ]sampleid: 000000485844.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:33.808 ]sampleid: 000000485895.jpg, result=true
[ AI-Rank-Log  4/ 8 19:12:35.695 ]sampleid: 000000485972.jpg, result=true
