[ AI-Rank-Log  4/ 7 11:57:35.171 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 12:22:58.810 ]sampleid: 000000427997.jpg, result=true
[ AI-Rank-Log  4/ 7 12:22:59.608 ]sampleid: 000000428111.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 0.408 ]sampleid: 000000428218.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 1.208 ]sampleid: 000000428280.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 2.  8 ]sampleid: 000000428454.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 2.813 ]sampleid: 000000428562.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 3.607 ]sampleid: 000000428867.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 4.407 ]sampleid: 000000429011.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 5.208 ]sampleid: 000000429109.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 5.991 ]sampleid: 000000429281.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 6.773 ]sampleid: 000000429530.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 7.569 ]sampleid: 000000429598.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 8.359 ]sampleid: 000000429623.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 9.150 ]sampleid: 000000429690.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23: 9.936 ]sampleid: 000000429718.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:10.731 ]sampleid: 000000429761.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:11.529 ]sampleid: 000000430048.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:12.329 ]sampleid: 000000430056.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:13.131 ]sampleid: 000000430073.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:13.902 ]sampleid: 000000430286.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:14.691 ]sampleid: 000000430377.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:15.489 ]sampleid: 000000430871.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:16.274 ]sampleid: 000000430875.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:17. 70 ]sampleid: 000000430961.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:17.870 ]sampleid: 000000430973.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:18.669 ]sampleid: 000000431140.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:19.467 ]sampleid: 000000431545.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:20.272 ]sampleid: 000000431568.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:21. 68 ]sampleid: 000000431693.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:21.866 ]sampleid: 000000431727.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:22.669 ]sampleid: 000000431848.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:23.474 ]sampleid: 000000431876.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:24.269 ]sampleid: 000000431896.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:25. 61 ]sampleid: 000000432085.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:25.855 ]sampleid: 000000432468.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:26.650 ]sampleid: 000000432553.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:27.430 ]sampleid: 000000432898.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:28.210 ]sampleid: 000000433103.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:28.991 ]sampleid: 000000433134.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:29.793 ]sampleid: 000000433192.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:30.595 ]sampleid: 000000433204.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:31.379 ]sampleid: 000000433243.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:32.180 ]sampleid: 000000433374.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:32.986 ]sampleid: 000000433515.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:33.794 ]sampleid: 000000433774.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:34.597 ]sampleid: 000000433915.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:35.406 ]sampleid: 000000433980.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:36.208 ]sampleid: 000000434204.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:37.  8 ]sampleid: 000000434230.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:37.805 ]sampleid: 000000434247.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:38.610 ]sampleid: 000000434297.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:39.396 ]sampleid: 000000434459.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:40.204 ]sampleid: 000000434479.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:41. 18 ]sampleid: 000000434548.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:41.823 ]sampleid: 000000434996.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:42.627 ]sampleid: 000000435003.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:43.436 ]sampleid: 000000435081.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:44.244 ]sampleid: 000000435205.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:45. 57 ]sampleid: 000000435206.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:45.868 ]sampleid: 000000435208.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:46.683 ]sampleid: 000000435299.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:47.490 ]sampleid: 000000435880.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:48.296 ]sampleid: 000000436315.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:49.108 ]sampleid: 000000436551.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:49.924 ]sampleid: 000000436617.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:50.730 ]sampleid: 000000436738.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:51.533 ]sampleid: 000000436883.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:52.349 ]sampleid: 000000437110.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:53.164 ]sampleid: 000000437205.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:53.969 ]sampleid: 000000437239.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:54.770 ]sampleid: 000000437331.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:55.578 ]sampleid: 000000437351.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:56.388 ]sampleid: 000000437392.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:57.202 ]sampleid: 000000437514.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:58. 11 ]sampleid: 000000437898.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:58.813 ]sampleid: 000000438017.jpg, result=true
[ AI-Rank-Log  4/ 7 12:23:59.615 ]sampleid: 000000438226.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 0.421 ]sampleid: 000000438269.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 1.231 ]sampleid: 000000438304.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 2. 46 ]sampleid: 000000438774.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 2.868 ]sampleid: 000000438862.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 3.671 ]sampleid: 000000438876.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 4.463 ]sampleid: 000000438907.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 5.271 ]sampleid: 000000438955.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 6. 88 ]sampleid: 000000439180.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 6.909 ]sampleid: 000000439290.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 7.727 ]sampleid: 000000439426.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 8.535 ]sampleid: 000000439522.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24: 9.316 ]sampleid: 000000439525.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:10.107 ]sampleid: 000000439593.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:10.931 ]sampleid: 000000439623.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:11.749 ]sampleid: 000000439715.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:12.555 ]sampleid: 000000439773.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:13.369 ]sampleid: 000000439854.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:14.189 ]sampleid: 000000439994.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:15. 10 ]sampleid: 000000440171.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:15.837 ]sampleid: 000000440184.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:16.648 ]sampleid: 000000440336.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:17.467 ]sampleid: 000000440475.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:18.285 ]sampleid: 000000440507.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:19.111 ]sampleid: 000000440508.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:19.931 ]sampleid: 000000440617.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:20.740 ]sampleid: 000000441247.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:21.551 ]sampleid: 000000441286.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:22.368 ]sampleid: 000000441442.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:23.189 ]sampleid: 000000441468.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:24.  5 ]sampleid: 000000441491.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:24.829 ]sampleid: 000000441543.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:25.646 ]sampleid: 000000441553.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:26.470 ]sampleid: 000000441586.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:27.269 ]sampleid: 000000442009.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:28. 92 ]sampleid: 000000442161.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:28.926 ]sampleid: 000000442306.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:29.750 ]sampleid: 000000442323.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:30.559 ]sampleid: 000000442456.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:31.370 ]sampleid: 000000442463.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:32.198 ]sampleid: 000000442480.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:33. 15 ]sampleid: 000000442661.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:33.845 ]sampleid: 000000442746.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:34.667 ]sampleid: 000000442822.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:35.489 ]sampleid: 000000442836.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:36.311 ]sampleid: 000000442993.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:37.129 ]sampleid: 000000443303.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:37.943 ]sampleid: 000000443426.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:38.767 ]sampleid: 000000443498.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:39.588 ]sampleid: 000000443844.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:40.420 ]sampleid: 000000443969.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:41.248 ]sampleid: 000000444142.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:42. 88 ]sampleid: 000000444275.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:42.914 ]sampleid: 000000444879.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:43.723 ]sampleid: 000000445248.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:44.552 ]sampleid: 000000445365.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:45.372 ]sampleid: 000000445439.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:46.195 ]sampleid: 000000445602.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:47. 18 ]sampleid: 000000445658.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:47.844 ]sampleid: 000000445675.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:48.669 ]sampleid: 000000445722.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:49.489 ]sampleid: 000000445792.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:50.312 ]sampleid: 000000445834.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:51.137 ]sampleid: 000000445846.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:51.957 ]sampleid: 000000445999.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:52.770 ]sampleid: 000000446005.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:53.592 ]sampleid: 000000446117.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:54.413 ]sampleid: 000000446206.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:55.238 ]sampleid: 000000446207.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:56. 67 ]sampleid: 000000446522.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:56.901 ]sampleid: 000000446574.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:57.724 ]sampleid: 000000446651.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:58.554 ]sampleid: 000000446703.jpg, result=true
[ AI-Rank-Log  4/ 7 12:24:59.387 ]sampleid: 000000447088.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 0.226 ]sampleid: 000000447169.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 1. 52 ]sampleid: 000000447187.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 1.886 ]sampleid: 000000447200.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 2.724 ]sampleid: 000000447313.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 3.552 ]sampleid: 000000447314.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 4.383 ]sampleid: 000000447342.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 5.210 ]sampleid: 000000447465.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 6. 42 ]sampleid: 000000447522.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 6.867 ]sampleid: 000000447611.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 7.698 ]sampleid: 000000447789.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 8.529 ]sampleid: 000000447917.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25: 9.356 ]sampleid: 000000448076.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:10.153 ]sampleid: 000000448256.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:10.977 ]sampleid: 000000448263.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:11.808 ]sampleid: 000000448365.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:12.633 ]sampleid: 000000448410.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:13.471 ]sampleid: 000000448448.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:14.282 ]sampleid: 000000448810.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:15.108 ]sampleid: 000000449190.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:15.942 ]sampleid: 000000449198.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:16.777 ]sampleid: 000000449312.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:17.610 ]sampleid: 000000449406.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:18.448 ]sampleid: 000000449432.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:19.282 ]sampleid: 000000449579.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:20.110 ]sampleid: 000000449603.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:20.912 ]sampleid: 000000449661.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:21.750 ]sampleid: 000000449909.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:22.589 ]sampleid: 000000449996.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:23.428 ]sampleid: 000000450075.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:24.265 ]sampleid: 000000450100.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:25.107 ]sampleid: 000000450202.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:25.946 ]sampleid: 000000450303.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:26.786 ]sampleid: 000000450399.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:27.612 ]sampleid: 000000450439.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:28.448 ]sampleid: 000000450488.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:29.288 ]sampleid: 000000450559.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:30.128 ]sampleid: 000000450686.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:30.961 ]sampleid: 000000450758.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:31.790 ]sampleid: 000000451043.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:32.628 ]sampleid: 000000451084.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:33.469 ]sampleid: 000000451090.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:34.307 ]sampleid: 000000451144.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:35.152 ]sampleid: 000000451150.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:35.990 ]sampleid: 000000451155.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:36.811 ]sampleid: 000000451308.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:37.649 ]sampleid: 000000451435.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:38.492 ]sampleid: 000000451571.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:39.309 ]sampleid: 000000451693.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:40.142 ]sampleid: 000000451714.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:40.971 ]sampleid: 000000451879.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:41.820 ]sampleid: 000000452084.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:42.650 ]sampleid: 000000452122.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:43.469 ]sampleid: 000000452321.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:44.291 ]sampleid: 000000452515.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:45.132 ]sampleid: 000000452784.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:45.969 ]sampleid: 000000452793.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:46.791 ]sampleid: 000000452891.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:47.630 ]sampleid: 000000453001.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:48.470 ]sampleid: 000000453040.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:49.309 ]sampleid: 000000453166.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:50.134 ]sampleid: 000000453302.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:50.976 ]sampleid: 000000453341.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:51.814 ]sampleid: 000000453584.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:52.650 ]sampleid: 000000453634.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:53.470 ]sampleid: 000000453708.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:54.311 ]sampleid: 000000453722.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:55.148 ]sampleid: 000000453841.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:55.987 ]sampleid: 000000453860.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:56.834 ]sampleid: 000000453981.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:57.686 ]sampleid: 000000454067.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:58.530 ]sampleid: 000000454404.jpg, result=true
[ AI-Rank-Log  4/ 7 12:25:59.371 ]sampleid: 000000454661.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 0.209 ]sampleid: 000000454750.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 1. 45 ]sampleid: 000000454798.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 1.890 ]sampleid: 000000454978.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 2.730 ]sampleid: 000000455085.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 3.581 ]sampleid: 000000455157.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 4.416 ]sampleid: 000000455219.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 5.257 ]sampleid: 000000455267.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 6.101 ]sampleid: 000000455301.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 6.943 ]sampleid: 000000455352.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 7.792 ]sampleid: 000000455448.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 8.638 ]sampleid: 000000455555.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26: 9.476 ]sampleid: 000000455597.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:10.321 ]sampleid: 000000455624.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:11.168 ]sampleid: 000000455716.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:12. 11 ]sampleid: 000000455872.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:12.835 ]sampleid: 000000455937.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:13.683 ]sampleid: 000000455981.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:14.532 ]sampleid: 000000456015.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:15.384 ]sampleid: 000000456143.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:16.232 ]sampleid: 000000456292.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:17. 70 ]sampleid: 000000456303.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:17.888 ]sampleid: 000000456394.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:18.732 ]sampleid: 000000456496.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:19.579 ]sampleid: 000000456559.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:20.426 ]sampleid: 000000456662.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:21.276 ]sampleid: 000000456865.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:22.104 ]sampleid: 000000457078.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:22.956 ]sampleid: 000000457262.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:23.809 ]sampleid: 000000457559.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:24.663 ]sampleid: 000000457848.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:25.509 ]sampleid: 000000457884.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:26.351 ]sampleid: 000000458045.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:27.202 ]sampleid: 000000458054.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:28. 51 ]sampleid: 000000458109.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:28.894 ]sampleid: 000000458223.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:29.747 ]sampleid: 000000458255.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:30.592 ]sampleid: 000000458325.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:31.441 ]sampleid: 000000458410.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:32.293 ]sampleid: 000000458663.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:33.136 ]sampleid: 000000458702.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:33.953 ]sampleid: 000000458755.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:34.798 ]sampleid: 000000458768.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:35.649 ]sampleid: 000000458790.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:36.502 ]sampleid: 000000458992.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:37.351 ]sampleid: 000000459153.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:38.206 ]sampleid: 000000459195.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:39. 60 ]sampleid: 000000459272.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:39.912 ]sampleid: 000000459396.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:40.768 ]sampleid: 000000459437.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:41.619 ]sampleid: 000000459467.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:42.468 ]sampleid: 000000459500.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:43.314 ]sampleid: 000000459634.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:44.169 ]sampleid: 000000459662.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:45. 16 ]sampleid: 000000459757.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:45.847 ]sampleid: 000000459809.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:46.696 ]sampleid: 000000459887.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:47.512 ]sampleid: 000000459954.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:48.374 ]sampleid: 000000460147.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:49.231 ]sampleid: 000000460160.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:50. 71 ]sampleid: 000000460229.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:50.929 ]sampleid: 000000460333.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:51.771 ]sampleid: 000000460347.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:52.633 ]sampleid: 000000460379.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:53.489 ]sampleid: 000000460494.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:54.331 ]sampleid: 000000460682.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:55.190 ]sampleid: 000000460683.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:56. 30 ]sampleid: 000000460841.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:56.870 ]sampleid: 000000460927.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:57.706 ]sampleid: 000000460929.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:58.572 ]sampleid: 000000460967.jpg, result=true
[ AI-Rank-Log  4/ 7 12:26:59.430 ]sampleid: 000000461009.jpg, result=true
[ AI-Rank-Log  4/ 7 12:27: 0.288 ]sampleid: 000000461036.jpg, result=true
