[ AI-Rank-Log  4/ 7 14:29:16.191 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 14:56:47.761 ]sampleid: 000000472298.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:48.431 ]sampleid: 000000472375.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:49.102 ]sampleid: 000000472623.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:49.776 ]sampleid: 000000472678.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:50.453 ]sampleid: 000000473015.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:51.129 ]sampleid: 000000473118.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:51.805 ]sampleid: 000000473121.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:52.481 ]sampleid: 000000473219.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:53.154 ]sampleid: 000000473237.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:53.831 ]sampleid: 000000473406.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:54.502 ]sampleid: 000000473821.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:55.177 ]sampleid: 000000473869.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:55.858 ]sampleid: 000000473974.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:56.531 ]sampleid: 000000474021.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:57.208 ]sampleid: 000000474028.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:57.887 ]sampleid: 000000474039.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:58.569 ]sampleid: 000000474078.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:59.242 ]sampleid: 000000474095.jpg, result=true
[ AI-Rank-Log  4/ 7 14:56:59.921 ]sampleid: 000000474164.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 0.595 ]sampleid: 000000474167.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 1.272 ]sampleid: 000000474170.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 1.948 ]sampleid: 000000474293.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 2.629 ]sampleid: 000000474344.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 3.302 ]sampleid: 000000474452.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 3.975 ]sampleid: 000000474786.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 4.654 ]sampleid: 000000474854.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 5.335 ]sampleid: 000000474881.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 6. 20 ]sampleid: 000000475064.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 6.703 ]sampleid: 000000475150.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 7.384 ]sampleid: 000000475191.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 8. 64 ]sampleid: 000000475223.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 8.745 ]sampleid: 000000475365.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57: 9.429 ]sampleid: 000000475387.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:10.108 ]sampleid: 000000475484.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:10.790 ]sampleid: 000000475572.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:11.475 ]sampleid: 000000475678.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:12.159 ]sampleid: 000000475732.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:12.852 ]sampleid: 000000475779.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:13.542 ]sampleid: 000000475904.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:14.225 ]sampleid: 000000476119.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:14.910 ]sampleid: 000000476215.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:15.591 ]sampleid: 000000476258.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:16.271 ]sampleid: 000000476415.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:16.951 ]sampleid: 000000476491.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:17.636 ]sampleid: 000000476514.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:18.323 ]sampleid: 000000476704.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:19. 10 ]sampleid: 000000476770.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:19.697 ]sampleid: 000000476787.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:20.379 ]sampleid: 000000476810.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:21. 51 ]sampleid: 000000477118.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:21.730 ]sampleid: 000000477227.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:22.410 ]sampleid: 000000477288.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:23. 85 ]sampleid: 000000477441.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:23.765 ]sampleid: 000000477623.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:24.442 ]sampleid: 000000477689.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:25.119 ]sampleid: 000000477805.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:25.800 ]sampleid: 000000477955.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:26.479 ]sampleid: 000000478136.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:27.159 ]sampleid: 000000478286.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:27.843 ]sampleid: 000000478393.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:28.526 ]sampleid: 000000478420.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:29.213 ]sampleid: 000000478474.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:29.895 ]sampleid: 000000478721.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:30.582 ]sampleid: 000000478862.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:31.272 ]sampleid: 000000479030.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:31.964 ]sampleid: 000000479099.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:32.648 ]sampleid: 000000479126.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:33.331 ]sampleid: 000000479155.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:34. 22 ]sampleid: 000000479248.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:34.703 ]sampleid: 000000479448.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:35.386 ]sampleid: 000000479596.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:36. 66 ]sampleid: 000000479732.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:36.751 ]sampleid: 000000479912.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:37.439 ]sampleid: 000000479953.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:38.133 ]sampleid: 000000480021.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:38.822 ]sampleid: 000000480122.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:39.511 ]sampleid: 000000480212.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:40.202 ]sampleid: 000000480275.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:40.890 ]sampleid: 000000480842.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:41.575 ]sampleid: 000000480936.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:42.266 ]sampleid: 000000480944.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:42.950 ]sampleid: 000000480985.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:43.642 ]sampleid: 000000481159.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:44.331 ]sampleid: 000000481386.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:45. 24 ]sampleid: 000000481390.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:45.711 ]sampleid: 000000481404.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:46.401 ]sampleid: 000000481413.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:47. 93 ]sampleid: 000000481480.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:47.792 ]sampleid: 000000481567.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:48.484 ]sampleid: 000000481573.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:49.172 ]sampleid: 000000481582.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:49.865 ]sampleid: 000000482100.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:50.563 ]sampleid: 000000482275.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:51.252 ]sampleid: 000000482319.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:51.943 ]sampleid: 000000482436.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:52.633 ]sampleid: 000000482477.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:53.333 ]sampleid: 000000482487.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:54. 30 ]sampleid: 000000482585.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:54.735 ]sampleid: 000000482719.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:55.431 ]sampleid: 000000482735.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:56.134 ]sampleid: 000000482800.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:56.822 ]sampleid: 000000482917.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:57.516 ]sampleid: 000000482970.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:58.210 ]sampleid: 000000482978.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:58.906 ]sampleid: 000000483050.jpg, result=true
[ AI-Rank-Log  4/ 7 14:57:59.608 ]sampleid: 000000483531.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 0.297 ]sampleid: 000000483667.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 0.991 ]sampleid: 000000483999.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 1.692 ]sampleid: 000000484029.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 2.394 ]sampleid: 000000484296.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 3. 91 ]sampleid: 000000484351.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 3.783 ]sampleid: 000000484404.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 4.470 ]sampleid: 000000484415.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 5.172 ]sampleid: 000000484760.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 5.874 ]sampleid: 000000484893.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 6.567 ]sampleid: 000000484978.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 7.262 ]sampleid: 000000485027.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 7.958 ]sampleid: 000000485071.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 8.651 ]sampleid: 000000485130.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58: 9.347 ]sampleid: 000000485237.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:10. 46 ]sampleid: 000000485424.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:10.743 ]sampleid: 000000485480.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:11.441 ]sampleid: 000000485802.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:12.134 ]sampleid: 000000485844.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:12.828 ]sampleid: 000000485895.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:13.526 ]sampleid: 000000485972.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:14.232 ]sampleid: 000000486040.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:14.931 ]sampleid: 000000486046.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:15.627 ]sampleid: 000000486104.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:16.332 ]sampleid: 000000486112.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:17. 32 ]sampleid: 000000486438.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:17.726 ]sampleid: 000000486479.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:18.433 ]sampleid: 000000486573.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:19.127 ]sampleid: 000000487583.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:19.827 ]sampleid: 000000488075.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:20.526 ]sampleid: 000000488166.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:21.233 ]sampleid: 000000488251.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:21.930 ]sampleid: 000000488270.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:22.631 ]sampleid: 000000488385.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:23.331 ]sampleid: 000000488592.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:24. 28 ]sampleid: 000000488664.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:24.734 ]sampleid: 000000488673.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:25.433 ]sampleid: 000000488710.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:26.139 ]sampleid: 000000488736.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:26.840 ]sampleid: 000000489014.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:27.543 ]sampleid: 000000489046.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:28.242 ]sampleid: 000000489091.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:28.940 ]sampleid: 000000489305.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:29.640 ]sampleid: 000000489339.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:30.347 ]sampleid: 000000489611.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:31. 65 ]sampleid: 000000489764.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:31.774 ]sampleid: 000000489842.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:32.479 ]sampleid: 000000489924.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:33.182 ]sampleid: 000000490125.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:33.886 ]sampleid: 000000490171.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:34.585 ]sampleid: 000000490413.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:35.290 ]sampleid: 000000490470.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:35.991 ]sampleid: 000000490515.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:36.696 ]sampleid: 000000490936.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:37.403 ]sampleid: 000000491008.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:38.103 ]sampleid: 000000491071.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:38.805 ]sampleid: 000000491090.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:39.507 ]sampleid: 000000491130.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:40.212 ]sampleid: 000000491213.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:40.922 ]sampleid: 000000491216.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:41.622 ]sampleid: 000000491366.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:42.334 ]sampleid: 000000491464.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:43. 40 ]sampleid: 000000491470.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:43.746 ]sampleid: 000000491497.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:44.457 ]sampleid: 000000491613.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:45.162 ]sampleid: 000000491683.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:45.869 ]sampleid: 000000491725.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:46.572 ]sampleid: 000000491757.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:47.282 ]sampleid: 000000491867.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:47.999 ]sampleid: 000000492077.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:48.707 ]sampleid: 000000492110.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:49.417 ]sampleid: 000000492282.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:50.132 ]sampleid: 000000492284.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:50.842 ]sampleid: 000000492362.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:51.550 ]sampleid: 000000492758.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:52.266 ]sampleid: 000000492878.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:52.971 ]sampleid: 000000492905.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:53.682 ]sampleid: 000000492937.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:54.390 ]sampleid: 000000492968.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:55. 97 ]sampleid: 000000492992.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:55.814 ]sampleid: 000000493019.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:56.520 ]sampleid: 000000493284.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:57.224 ]sampleid: 000000493286.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:57.924 ]sampleid: 000000493334.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:58.633 ]sampleid: 000000493442.jpg, result=true
[ AI-Rank-Log  4/ 7 14:58:59.335 ]sampleid: 000000493566.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 0. 43 ]sampleid: 000000493613.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 0.753 ]sampleid: 000000493772.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 1.462 ]sampleid: 000000493799.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 2.168 ]sampleid: 000000493864.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 2.875 ]sampleid: 000000493905.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 3.583 ]sampleid: 000000494188.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 4.292 ]sampleid: 000000494427.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 4.998 ]sampleid: 000000494634.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 5.704 ]sampleid: 000000494759.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 6.410 ]sampleid: 000000494863.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 7.120 ]sampleid: 000000494869.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 7.833 ]sampleid: 000000494913.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 8.542 ]sampleid: 000000495054.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 9.253 ]sampleid: 000000495146.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59: 9.967 ]sampleid: 000000495448.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:10.673 ]sampleid: 000000495732.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:11.380 ]sampleid: 000000496409.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:12. 88 ]sampleid: 000000496571.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:12.797 ]sampleid: 000000496597.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:13.506 ]sampleid: 000000496722.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:14.214 ]sampleid: 000000496854.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:14.934 ]sampleid: 000000496954.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:15.642 ]sampleid: 000000497344.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:16.351 ]sampleid: 000000497568.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:17. 53 ]sampleid: 000000497599.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:17.762 ]sampleid: 000000497628.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:18.463 ]sampleid: 000000497867.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:19.167 ]sampleid: 000000498032.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:19.873 ]sampleid: 000000498286.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:20.578 ]sampleid: 000000498463.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:21.284 ]sampleid: 000000498709.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:21.991 ]sampleid: 000000498747.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:22.695 ]sampleid: 000000498807.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:23.397 ]sampleid: 000000498857.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:24.102 ]sampleid: 000000498919.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:24.809 ]sampleid: 000000499031.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:25.522 ]sampleid: 000000499109.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:26.232 ]sampleid: 000000499181.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:26.942 ]sampleid: 000000499266.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:27.653 ]sampleid: 000000499313.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:28.359 ]sampleid: 000000499622.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:29. 74 ]sampleid: 000000499768.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:29.784 ]sampleid: 000000499775.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:30.491 ]sampleid: 000000500049.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:31.205 ]sampleid: 000000500211.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:31.913 ]sampleid: 000000500257.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:32.625 ]sampleid: 000000500270.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:33.337 ]sampleid: 000000500423.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:34. 46 ]sampleid: 000000500464.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:34.760 ]sampleid: 000000500477.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:35.466 ]sampleid: 000000500478.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:36.175 ]sampleid: 000000500565.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:36.886 ]sampleid: 000000500613.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:37.599 ]sampleid: 000000500663.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:38.307 ]sampleid: 000000500716.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:39. 20 ]sampleid: 000000500826.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:39.730 ]sampleid: 000000501005.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:40.442 ]sampleid: 000000501023.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:41.156 ]sampleid: 000000501243.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:41.872 ]sampleid: 000000501368.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:42.586 ]sampleid: 000000501523.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:43.297 ]sampleid: 000000502136.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:44.  9 ]sampleid: 000000502168.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:44.722 ]sampleid: 000000502229.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:45.436 ]sampleid: 000000502336.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:46.146 ]sampleid: 000000502347.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:46.858 ]sampleid: 000000502599.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:47.574 ]sampleid: 000000502732.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:48.287 ]sampleid: 000000502737.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:48.999 ]sampleid: 000000502910.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:49.718 ]sampleid: 000000503755.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:50.433 ]sampleid: 000000503823.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:51.150 ]sampleid: 000000503841.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:51.866 ]sampleid: 000000503855.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:52.578 ]sampleid: 000000504000.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:53.298 ]sampleid: 000000504074.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:54.  8 ]sampleid: 000000504389.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:54.726 ]sampleid: 000000504415.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:55.435 ]sampleid: 000000504439.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:56.148 ]sampleid: 000000504580.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:56.866 ]sampleid: 000000504589.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:57.587 ]sampleid: 000000504635.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:58.306 ]sampleid: 000000504711.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:59. 26 ]sampleid: 000000505169.jpg, result=true
[ AI-Rank-Log  4/ 7 14:59:59.739 ]sampleid: 000000505451.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 0.466 ]sampleid: 000000505565.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 1.187 ]sampleid: 000000505573.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 1.907 ]sampleid: 000000505638.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 2.636 ]sampleid: 000000505789.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 3.351 ]sampleid: 000000505942.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 4. 70 ]sampleid: 000000506004.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 4.786 ]sampleid: 000000506178.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 5.508 ]sampleid: 000000506279.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 6.229 ]sampleid: 000000506310.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 6.957 ]sampleid: 000000506454.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 7.676 ]sampleid: 000000506656.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 8.395 ]sampleid: 000000506707.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 9.115 ]sampleid: 000000506933.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0: 9.833 ]sampleid: 000000507015.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0:10.562 ]sampleid: 000000507037.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0:11.279 ]sampleid: 000000507042.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0:11.999 ]sampleid: 000000507081.jpg, result=true
[ AI-Rank-Log  4/ 7 15: 0:12.723 ]sampleid: 000000507223.jpg, result=true
