[ AI-Rank-Log  2/ 1  6:58:18.777 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  2/ 1  7:59: 5.394 ]sampleid: 000000500663.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59: 6.883 ]sampleid: 000000500716.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59: 8.413 ]sampleid: 000000500826.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59: 9.947 ]sampleid: 000000501005.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:11.524 ]sampleid: 000000501023.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:13. 98 ]sampleid: 000000501243.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:14.666 ]sampleid: 000000501368.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:16.238 ]sampleid: 000000501523.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:17.811 ]sampleid: 000000502136.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:19.333 ]sampleid: 000000502168.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:20.892 ]sampleid: 000000502229.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:22.390 ]sampleid: 000000502336.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:23.915 ]sampleid: 000000502347.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:25.501 ]sampleid: 000000502599.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:27.  8 ]sampleid: 000000502732.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:28.581 ]sampleid: 000000502737.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:30.135 ]sampleid: 000000502910.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:31.678 ]sampleid: 000000503755.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:33.220 ]sampleid: 000000503823.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:34.797 ]sampleid: 000000503841.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:36.354 ]sampleid: 000000503855.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:37.933 ]sampleid: 000000504000.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:39.445 ]sampleid: 000000504074.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:41. 26 ]sampleid: 000000504389.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:42.592 ]sampleid: 000000504415.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:44. 73 ]sampleid: 000000504439.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:45.595 ]sampleid: 000000504580.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:47.159 ]sampleid: 000000504589.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:48.750 ]sampleid: 000000504635.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:50.315 ]sampleid: 000000504711.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:51.877 ]sampleid: 000000505169.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:53.461 ]sampleid: 000000505451.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:55. 62 ]sampleid: 000000505565.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:56.655 ]sampleid: 000000505573.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:58.248 ]sampleid: 000000505638.jpg, result=true
[ AI-Rank-Log  2/ 1  7:59:59.791 ]sampleid: 000000505789.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0: 1.357 ]sampleid: 000000505942.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0: 2.891 ]sampleid: 000000506004.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0: 4.483 ]sampleid: 000000506178.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0: 6. 81 ]sampleid: 000000506279.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0: 7.647 ]sampleid: 000000506310.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0: 9.194 ]sampleid: 000000506454.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:10.734 ]sampleid: 000000506656.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:12.321 ]sampleid: 000000506707.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:13.889 ]sampleid: 000000506933.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:15.469 ]sampleid: 000000507015.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:17.  8 ]sampleid: 000000507037.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:18.592 ]sampleid: 000000507042.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:20.119 ]sampleid: 000000507081.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:21.669 ]sampleid: 000000507223.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:23.257 ]sampleid: 000000507235.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:24.786 ]sampleid: 000000507473.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:26.374 ]sampleid: 000000507575.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:27.900 ]sampleid: 000000507667.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:29.441 ]sampleid: 000000507797.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:31. 18 ]sampleid: 000000507893.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:32.610 ]sampleid: 000000507975.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:34.125 ]sampleid: 000000508101.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:35.715 ]sampleid: 000000508312.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:37.253 ]sampleid: 000000508370.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:38.849 ]sampleid: 000000508482.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:40.401 ]sampleid: 000000508586.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:42. 32 ]sampleid: 000000508602.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:43.588 ]sampleid: 000000508639.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:45.142 ]sampleid: 000000508730.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:46.661 ]sampleid: 000000508917.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:48.211 ]sampleid: 000000509008.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:49.685 ]sampleid: 000000509014.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:51.262 ]sampleid: 000000509131.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:52.848 ]sampleid: 000000509258.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:54.379 ]sampleid: 000000509260.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:55.920 ]sampleid: 000000509403.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:57.507 ]sampleid: 000000509451.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 0:59. 93 ]sampleid: 000000509656.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1: 0.647 ]sampleid: 000000509699.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1: 2.244 ]sampleid: 000000509719.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1: 3.824 ]sampleid: 000000509735.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1: 5.380 ]sampleid: 000000509824.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1: 6.983 ]sampleid: 000000510095.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1: 8.584 ]sampleid: 000000510329.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:10.187 ]sampleid: 000000511076.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:11.785 ]sampleid: 000000511321.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:13.391 ]sampleid: 000000511384.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:14.972 ]sampleid: 000000511398.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:16.582 ]sampleid: 000000511453.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:18.200 ]sampleid: 000000511599.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:19.799 ]sampleid: 000000511647.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:21.416 ]sampleid: 000000511760.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:23. 31 ]sampleid: 000000511999.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:24.580 ]sampleid: 000000512194.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:26.158 ]sampleid: 000000512248.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:27.772 ]sampleid: 000000512330.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:29.390 ]sampleid: 000000512403.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:30.947 ]sampleid: 000000512476.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:32.525 ]sampleid: 000000512564.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:34.141 ]sampleid: 000000512648.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:35.733 ]sampleid: 000000512657.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:37.296 ]sampleid: 000000512776.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:38.927 ]sampleid: 000000512836.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:40.520 ]sampleid: 000000512929.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:42. 52 ]sampleid: 000000512985.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:43.536 ]sampleid: 000000513041.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:45. 18 ]sampleid: 000000513181.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:46.625 ]sampleid: 000000513283.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:48.232 ]sampleid: 000000513484.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:49.809 ]sampleid: 000000513524.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:51.378 ]sampleid: 000000513567.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:52.953 ]sampleid: 000000513580.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:54.581 ]sampleid: 000000513688.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:56.190 ]sampleid: 000000514376.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:57.816 ]sampleid: 000000514508.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 1:59.430 ]sampleid: 000000514540.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2: 1. 13 ]sampleid: 000000514586.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2: 2.582 ]sampleid: 000000514797.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2: 4.203 ]sampleid: 000000514914.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2: 5.778 ]sampleid: 000000514979.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2: 7.338 ]sampleid: 000000515025.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2: 8.961 ]sampleid: 000000515077.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:10.577 ]sampleid: 000000515266.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:12.182 ]sampleid: 000000515350.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:13.804 ]sampleid: 000000515445.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:15.417 ]sampleid: 000000515577.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:17.  3 ]sampleid: 000000515579.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:18.552 ]sampleid: 000000515828.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:20.102 ]sampleid: 000000515982.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:21.665 ]sampleid: 000000516038.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:23.211 ]sampleid: 000000516143.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:24.819 ]sampleid: 000000516173.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:26.370 ]sampleid: 000000516316.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:27.983 ]sampleid: 000000516318.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:29.591 ]sampleid: 000000516601.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:31.194 ]sampleid: 000000516677.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:32.742 ]sampleid: 000000516708.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:34.291 ]sampleid: 000000516804.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:35.894 ]sampleid: 000000516871.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:37.422 ]sampleid: 000000516916.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:38.986 ]sampleid: 000000517056.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:40.549 ]sampleid: 000000517069.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:42.169 ]sampleid: 000000517523.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:43.803 ]sampleid: 000000517687.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:45.443 ]sampleid: 000000517832.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:47. 63 ]sampleid: 000000518213.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:48.638 ]sampleid: 000000518326.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:50.203 ]sampleid: 000000518770.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:51.825 ]sampleid: 000000519039.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:53.419 ]sampleid: 000000519208.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:54.921 ]sampleid: 000000519338.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:56.551 ]sampleid: 000000519491.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:58.151 ]sampleid: 000000519522.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 2:59.759 ]sampleid: 000000519569.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3: 1.389 ]sampleid: 000000519611.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3: 3. 14 ]sampleid: 000000519688.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3: 4.644 ]sampleid: 000000519764.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3: 6.273 ]sampleid: 000000520009.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3: 7.861 ]sampleid: 000000520077.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3: 9.479 ]sampleid: 000000520264.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:11.102 ]sampleid: 000000520301.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:12.724 ]sampleid: 000000520324.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:14.319 ]sampleid: 000000520531.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:15.870 ]sampleid: 000000520659.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:17.498 ]sampleid: 000000520707.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:19. 58 ]sampleid: 000000520832.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:20.674 ]sampleid: 000000520871.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:22.297 ]sampleid: 000000520910.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:23.923 ]sampleid: 000000521052.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:25.529 ]sampleid: 000000521141.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:27.136 ]sampleid: 000000521231.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:28.752 ]sampleid: 000000521259.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:30.388 ]sampleid: 000000521282.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:31.972 ]sampleid: 000000521405.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:33.591 ]sampleid: 000000521509.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:35.171 ]sampleid: 000000521540.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:36.794 ]sampleid: 000000521601.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:38.416 ]sampleid: 000000521717.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:39.959 ]sampleid: 000000521719.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:41.528 ]sampleid: 000000521819.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:43.114 ]sampleid: 000000521956.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:44.681 ]sampleid: 000000522007.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:46.241 ]sampleid: 000000522156.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:47.851 ]sampleid: 000000522393.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:49.483 ]sampleid: 000000522638.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:51.113 ]sampleid: 000000522713.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:52.740 ]sampleid: 000000522751.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:54.375 ]sampleid: 000000522889.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:56. 46 ]sampleid: 000000522940.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:57.676 ]sampleid: 000000523033.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 3:59.311 ]sampleid: 000000523100.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4: 0.936 ]sampleid: 000000523175.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4: 2.569 ]sampleid: 000000523194.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4: 4.204 ]sampleid: 000000523229.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4: 5.800 ]sampleid: 000000523241.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4: 7.432 ]sampleid: 000000523782.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4: 9. 64 ]sampleid: 000000523807.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:10.698 ]sampleid: 000000523811.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:12.327 ]sampleid: 000000523957.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:13.938 ]sampleid: 000000524108.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:15.571 ]sampleid: 000000524280.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:17.200 ]sampleid: 000000524456.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:18.787 ]sampleid: 000000524742.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:20.338 ]sampleid: 000000524850.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:21.938 ]sampleid: 000000525083.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:23.549 ]sampleid: 000000525155.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:25.119 ]sampleid: 000000525247.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:26.705 ]sampleid: 000000525286.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:28.334 ]sampleid: 000000525322.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:29.900 ]sampleid: 000000525600.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:31.493 ]sampleid: 000000526103.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:33.127 ]sampleid: 000000526197.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:34.763 ]sampleid: 000000526256.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:36.357 ]sampleid: 000000526392.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:37.991 ]sampleid: 000000526706.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:39.620 ]sampleid: 000000526728.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:41.222 ]sampleid: 000000526751.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:42.855 ]sampleid: 000000527029.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:44.492 ]sampleid: 000000527215.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:46.128 ]sampleid: 000000527220.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:47.762 ]sampleid: 000000527427.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:49.400 ]sampleid: 000000527528.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:51.  6 ]sampleid: 000000527616.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:52.646 ]sampleid: 000000527695.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:54.285 ]sampleid: 000000527750.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:55.921 ]sampleid: 000000527784.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:57.557 ]sampleid: 000000527960.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 4:59.193 ]sampleid: 000000528314.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5: 0.741 ]sampleid: 000000528399.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5: 2.361 ]sampleid: 000000528524.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5: 4.  5 ]sampleid: 000000528578.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5: 5.648 ]sampleid: 000000528705.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5: 7.294 ]sampleid: 000000528862.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5: 8.931 ]sampleid: 000000528977.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:10.571 ]sampleid: 000000528980.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:12.228 ]sampleid: 000000529105.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:13.816 ]sampleid: 000000529122.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:15.433 ]sampleid: 000000529148.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:17. 72 ]sampleid: 000000529528.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:18.725 ]sampleid: 000000529568.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:20.373 ]sampleid: 000000529762.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:21.977 ]sampleid: 000000529939.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:23.633 ]sampleid: 000000529966.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:25.253 ]sampleid: 000000530052.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:26.911 ]sampleid: 000000530061.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:28.557 ]sampleid: 000000530099.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:30.221 ]sampleid: 000000530146.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:31.827 ]sampleid: 000000530162.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:33.445 ]sampleid: 000000530457.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:35.100 ]sampleid: 000000530466.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:36.752 ]sampleid: 000000530470.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:38.337 ]sampleid: 000000530624.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:40.  5 ]sampleid: 000000530820.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:41.617 ]sampleid: 000000530836.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:43.265 ]sampleid: 000000530854.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:44.913 ]sampleid: 000000530975.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:46.539 ]sampleid: 000000531036.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:48.121 ]sampleid: 000000531134.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:49.780 ]sampleid: 000000531135.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:51.442 ]sampleid: 000000531495.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:53. 98 ]sampleid: 000000531707.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:54.754 ]sampleid: 000000531771.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:56.405 ]sampleid: 000000532058.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:58. 70 ]sampleid: 000000532071.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 5:59.705 ]sampleid: 000000532129.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6: 1.320 ]sampleid: 000000532481.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6: 2.931 ]sampleid: 000000532493.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6: 4.472 ]sampleid: 000000532530.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6: 6.140 ]sampleid: 000000532575.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6: 7.763 ]sampleid: 000000532690.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6: 9.361 ]sampleid: 000000532761.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:10.993 ]sampleid: 000000532855.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:12.657 ]sampleid: 000000532901.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:14.316 ]sampleid: 000000533145.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:15.987 ]sampleid: 000000533206.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:17.650 ]sampleid: 000000533493.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:19.322 ]sampleid: 000000533536.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:20.993 ]sampleid: 000000533816.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:22.629 ]sampleid: 000000533855.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:24.207 ]sampleid: 000000533958.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:25.840 ]sampleid: 000000534041.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:27.443 ]sampleid: 000000534270.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:29.110 ]sampleid: 000000534394.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:30.769 ]sampleid: 000000534601.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:32.356 ]sampleid: 000000534605.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:33.977 ]sampleid: 000000534639.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:35.643 ]sampleid: 000000534664.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:37.182 ]sampleid: 000000534673.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:38.811 ]sampleid: 000000534827.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:40.462 ]sampleid: 000000535094.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:42.129 ]sampleid: 000000535156.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:43.747 ]sampleid: 000000535253.jpg, result=true
[ AI-Rank-Log  2/ 1  8: 6:45.419 ]sampleid: 000000535306.jpg, result=true
