AI-Rank-log 1617000154.2617233 load_data, checksum:xxx
AI-Rank-log 1617000282.1915836 total_accuracy:0.37378770112991333, total_samples_cnt:29696
AI-Rank-log 1617000282.4559965 total_accuracy:0.37338533997535706, total_samples_cnt:29728
AI-Rank-log 1617000282.5445116 total_accuracy:0.3729838728904724, total_samples_cnt:29760
AI-Rank-log 1617000282.851586 total_accuracy:0.3725832402706146, total_samples_cnt:29792
AI-Rank-log 1617000282.9412057 total_accuracy:0.3721834719181061, total_samples_cnt:29824
AI-Rank-log 1617000283.1667006 total_accuracy:0.3717845380306244, total_samples_cnt:29856
AI-Rank-log 1617000283.256134 total_accuracy:0.37138649821281433, total_samples_cnt:29888
AI-Rank-log 1617000283.3906097 total_accuracy:0.3709893226623535, total_samples_cnt:29920
AI-Rank-log 1617000283.4795427 total_accuracy:0.37059298157691956, total_samples_cnt:29952
AI-Rank-log 1617000283.6822736 total_accuracy:0.3768676519393921, total_samples_cnt:29984
AI-Rank-log 1617000283.7720113 total_accuracy:0.37979745864868164, total_samples_cnt:30016
AI-Rank-log 1617000283.9296231 total_accuracy:0.3827209770679474, total_samples_cnt:30048
AI-Rank-log 1617000284.0189624 total_accuracy:0.3823138177394867, total_samples_cnt:30080
AI-Rank-log 1617000284.1828525 total_accuracy:0.38190755248069763, total_samples_cnt:30112
AI-Rank-log 1617000284.2714005 total_accuracy:0.3815021514892578, total_samples_cnt:30144
AI-Rank-log 1617000284.4391406 total_accuracy:0.38109758496284485, total_samples_cnt:30176
AI-Rank-log 1617000284.5283105 total_accuracy:0.38069385290145874, total_samples_cnt:30208
AI-Rank-log 1617000284.649796 total_accuracy:0.38029101490974426, total_samples_cnt:30240
AI-Rank-log 1617000284.7389312 total_accuracy:0.37988901138305664, total_samples_cnt:30272
AI-Rank-log 1617000284.8669786 total_accuracy:0.37948787212371826, total_samples_cnt:30304
AI-Rank-log 1617000284.9549348 total_accuracy:0.37908753752708435, total_samples_cnt:30336
AI-Rank-log 1617000285.0775487 total_accuracy:0.3786880671977997, total_samples_cnt:30368
AI-Rank-log 1617000285.1665442 total_accuracy:0.37828946113586426, total_samples_cnt:30400
AI-Rank-log 1617000285.3224201 total_accuracy:0.3778916597366333, total_samples_cnt:30432
AI-Rank-log 1617000285.4110336 total_accuracy:0.377494752407074, total_samples_cnt:30464
AI-Rank-log 1617000285.5652547 total_accuracy:0.37709861993789673, total_samples_cnt:30496
AI-Rank-log 1617000285.6540747 total_accuracy:0.3767033517360687, total_samples_cnt:30528
AI-Rank-log 1617000285.8219619 total_accuracy:0.3763089179992676, total_samples_cnt:30560
AI-Rank-log 1617000285.9100924 total_accuracy:0.3759152591228485, total_samples_cnt:30592
AI-Rank-log 1617000286.071267 total_accuracy:0.3755224645137787, total_samples_cnt:30624
AI-Rank-log 1617000286.1603816 total_accuracy:0.37513047456741333, total_samples_cnt:30656
AI-Rank-log 1617000286.3303254 total_accuracy:0.37473931908607483, total_samples_cnt:30688
AI-Rank-log 1617000286.4564228 total_accuracy:0.3743489682674408, total_samples_cnt:30720
AI-Rank-log 1617000286.56628 total_accuracy:0.37395942211151123, total_samples_cnt:30752
AI-Rank-log 1617000286.783602 total_accuracy:0.37357068061828613, total_samples_cnt:30784
AI-Rank-log 1617000286.8730445 total_accuracy:0.3731827735900879, total_samples_cnt:30816
AI-Rank-log 1617000287.0220952 total_accuracy:0.3727956712245941, total_samples_cnt:30848
AI-Rank-log 1617000287.1110563 total_accuracy:0.3724093437194824, total_samples_cnt:30880
AI-Rank-log 1617000287.230586 total_accuracy:0.3720238208770752, total_samples_cnt:30912
AI-Rank-log 1617000287.319211 total_accuracy:0.37163907289505005, total_samples_cnt:30944
AI-Rank-log 1617000287.4608128 total_accuracy:0.37125515937805176, total_samples_cnt:30976
AI-Rank-log 1617000287.5490806 total_accuracy:0.37087205052375793, total_samples_cnt:31008
AI-Rank-log 1617000287.6632683 total_accuracy:0.3704897165298462, total_samples_cnt:31040
AI-Rank-log 1617000287.7675169 total_accuracy:0.37010815739631653, total_samples_cnt:31072
AI-Rank-log 1617000287.915748 total_accuracy:0.36972734332084656, total_samples_cnt:31104
AI-Rank-log 1617000288.0205832 total_accuracy:0.36934739351272583, total_samples_cnt:31136
AI-Rank-log 1617000288.1552718 total_accuracy:0.3689681887626648, total_samples_cnt:31168
AI-Rank-log 1617000288.2604206 total_accuracy:0.36858972907066345, total_samples_cnt:31200
AI-Rank-log 1617000288.4098177 total_accuracy:0.3682120740413666, total_samples_cnt:31232
AI-Rank-log 1617000288.5163565 total_accuracy:0.37103375792503357, total_samples_cnt:31264
AI-Rank-log 1617000288.659671 total_accuracy:0.3706543743610382, total_samples_cnt:31296
AI-Rank-log 1617000288.7635257 total_accuracy:0.3702757954597473, total_samples_cnt:31328
AI-Rank-log 1617000288.8838718 total_accuracy:0.3698979318141937, total_samples_cnt:31360
AI-Rank-log 1617000288.989654 total_accuracy:0.3695208728313446, total_samples_cnt:31392
AI-Rank-log 1617000289.1174774 total_accuracy:0.36914461851119995, total_samples_cnt:31424
AI-Rank-log 1617000289.2061126 total_accuracy:0.3687690794467926, total_samples_cnt:31456
AI-Rank-log 1617000289.3841808 total_accuracy:0.36839428544044495, total_samples_cnt:31488
AI-Rank-log 1617000289.4737065 total_accuracy:0.36802032589912415, total_samples_cnt:31520
AI-Rank-log 1617000289.6557796 total_accuracy:0.36764705181121826, total_samples_cnt:31552
AI-Rank-log 1617000289.7446392 total_accuracy:0.36727458238601685, total_samples_cnt:31584
AI-Rank-log 1617000289.8909848 total_accuracy:0.3700658082962036, total_samples_cnt:31616
AI-Rank-log 1617000289.9799993 total_accuracy:0.3696916103363037, total_samples_cnt:31648
AI-Rank-log 1617000290.1341376 total_accuracy:0.3693181872367859, total_samples_cnt:31680
AI-Rank-log 1617000290.2228775 total_accuracy:0.36894550919532776, total_samples_cnt:31712
AI-Rank-log 1617000290.385577 total_accuracy:0.3685735762119293, total_samples_cnt:31744
AI-Rank-log 1617000290.5117133 total_accuracy:0.3744964897632599, total_samples_cnt:31776
AI-Rank-log 1617000290.6801498 total_accuracy:0.3772635757923126, total_samples_cnt:31808
AI-Rank-log 1617000290.7691429 total_accuracy:0.37688443064689636, total_samples_cnt:31840
AI-Rank-log 1617000290.896936 total_accuracy:0.3765060007572174, total_samples_cnt:31872
AI-Rank-log 1617000291.001485 total_accuracy:0.3761283755302429, total_samples_cnt:31904
AI-Rank-log 1617000291.1282008 total_accuracy:0.3757514953613281, total_samples_cnt:31936
AI-Rank-log 1617000291.2340424 total_accuracy:0.375375360250473, total_samples_cnt:31968
AI-Rank-log 1617000291.3472807 total_accuracy:0.3750000298023224, total_samples_cnt:32000
AI-Rank-log 1617000291.4730735 total_accuracy:0.3746253550052643, total_samples_cnt:32032
AI-Rank-log 1617000291.6312857 total_accuracy:0.37425148487091064, total_samples_cnt:32064
AI-Rank-log 1617000291.735559 total_accuracy:0.3738783597946167, total_samples_cnt:32096
AI-Rank-log 1617000291.8620071 total_accuracy:0.37350597977638245, total_samples_cnt:32128
AI-Rank-log 1617000291.96747 total_accuracy:0.3731343448162079, total_samples_cnt:32160
AI-Rank-log 1617000292.1114788 total_accuracy:0.37276339530944824, total_samples_cnt:32192
AI-Rank-log 1617000292.2149181 total_accuracy:0.37239325046539307, total_samples_cnt:32224
AI-Rank-log 1617000292.3378599 total_accuracy:0.3720238208770752, total_samples_cnt:32256
AI-Rank-log 1617000292.4421468 total_accuracy:0.37165510654449463, total_samples_cnt:32288
AI-Rank-log 1617000292.6436226 total_accuracy:0.3743812143802643, total_samples_cnt:32320
AI-Rank-log 1617000292.7483792 total_accuracy:0.3740108609199524, total_samples_cnt:32352
AI-Rank-log 1617000292.8959835 total_accuracy:0.37364131212234497, total_samples_cnt:32384
AI-Rank-log 1617000293.000256 total_accuracy:0.37327247858047485, total_samples_cnt:32416
AI-Rank-log 1617000293.1277795 total_accuracy:0.37290433049201965, total_samples_cnt:32448
AI-Rank-log 1617000293.5856278 total_accuracy:0.37253695726394653, total_samples_cnt:32480
AI-Rank-log 1617000293.6743715 total_accuracy:0.37217026948928833, total_samples_cnt:32512
AI-Rank-log 1617000293.806989 total_accuracy:0.3718043267726898, total_samples_cnt:32544
AI-Rank-log 1617000293.8962698 total_accuracy:0.3714390993118286, total_samples_cnt:32576
AI-Rank-log 1617000294.0366933 total_accuracy:0.3710745871067047, total_samples_cnt:32608
AI-Rank-log 1617000294.1250954 total_accuracy:0.3707108199596405, total_samples_cnt:32640
AI-Rank-log 1617000294.2647867 total_accuracy:0.37340840697288513, total_samples_cnt:32672
AI-Rank-log 1617000294.3534248 total_accuracy:0.3730430603027344, total_samples_cnt:32704
AI-Rank-log 1617000294.5163655 total_accuracy:0.37267839908599854, total_samples_cnt:32736
AI-Rank-log 1617000294.6064231 total_accuracy:0.372314453125, total_samples_cnt:32768
AI-Rank-log 1617000294.8239264 total_accuracy:0.37195122241973877, total_samples_cnt:32800
AI-Rank-log 1617000294.9138722 total_accuracy:0.37158870697021484, total_samples_cnt:32832
AI-Rank-log 1617000295.055468 total_accuracy:0.37122687697410583, total_samples_cnt:32864
AI-Rank-log 1617000295.1437044 total_accuracy:0.37086576223373413, total_samples_cnt:32896
AI-Rank-log 1617000295.3960695 total_accuracy:0.37050533294677734, total_samples_cnt:32928
AI-Rank-log 1617000295.4856174 total_accuracy:0.37014564871788025, total_samples_cnt:32960
AI-Rank-log 1617000295.6387022 total_accuracy:0.3697866201400757, total_samples_cnt:32992
AI-Rank-log 1617000295.7276247 total_accuracy:0.3694283068180084, total_samples_cnt:33024
AI-Rank-log 1617000295.884558 total_accuracy:0.3690706789493561, total_samples_cnt:33056
AI-Rank-log 1617000295.9724698 total_accuracy:0.36871373653411865, total_samples_cnt:33088
AI-Rank-log 1617000296.1174161 total_accuracy:0.36835747957229614, total_samples_cnt:33120
AI-Rank-log 1617000296.2065663 total_accuracy:0.36800193786621094, total_samples_cnt:33152
AI-Rank-log 1617000296.3740091 total_accuracy:0.36764705181121826, total_samples_cnt:33184
AI-Rank-log 1617000296.4633589 total_accuracy:0.3672928810119629, total_samples_cnt:33216
AI-Rank-log 1617000296.611322 total_accuracy:0.36693936586380005, total_samples_cnt:33248
AI-Rank-log 1617000296.701348 total_accuracy:0.3665865361690521, total_samples_cnt:33280
AI-Rank-log 1617000296.943026 total_accuracy:0.3662343919277191, total_samples_cnt:33312
AI-Rank-log 1617000297.0321302 total_accuracy:0.3688819408416748, total_samples_cnt:33344
AI-Rank-log 1617000297.1560154 total_accuracy:0.3685282766819, total_samples_cnt:33376
AI-Rank-log 1617000297.244144 total_accuracy:0.3681752681732178, total_samples_cnt:33408
AI-Rank-log 1617000297.3657322 total_accuracy:0.3678229749202728, total_samples_cnt:33440
AI-Rank-log 1617000297.4552426 total_accuracy:0.367471307516098, total_samples_cnt:33472
AI-Rank-log 1617000297.7682464 total_accuracy:0.3671203553676605, total_samples_cnt:33504
AI-Rank-log 1617000297.8578463 total_accuracy:0.36677002906799316, total_samples_cnt:33536
AI-Rank-log 1617000298.0146093 total_accuracy:0.3664204180240631, total_samples_cnt:33568
AI-Rank-log 1617000298.103949 total_accuracy:0.3660714328289032, total_samples_cnt:33600
AI-Rank-log 1617000298.2923932 total_accuracy:0.3657231032848358, total_samples_cnt:33632
AI-Rank-log 1617000298.3815613 total_accuracy:0.36537545919418335, total_samples_cnt:33664
AI-Rank-log 1617000298.5205388 total_accuracy:0.3650284707546234, total_samples_cnt:33696
AI-Rank-log 1617000298.6095266 total_accuracy:0.3646821677684784, total_samples_cnt:33728
AI-Rank-log 1617000298.7677402 total_accuracy:0.3643364906311035, total_samples_cnt:33760
AI-Rank-log 1617000298.8573527 total_accuracy:0.36399149894714355, total_samples_cnt:33792
AI-Rank-log 1617000299.040512 total_accuracy:0.36364710330963135, total_samples_cnt:33824
AI-Rank-log 1617000299.1299846 total_accuracy:0.36330342292785645, total_samples_cnt:33856
AI-Rank-log 1617000299.2700427 total_accuracy:0.3629603385925293, total_samples_cnt:33888
AI-Rank-log 1617000299.3595376 total_accuracy:0.36261793971061707, total_samples_cnt:33920
AI-Rank-log 1617000299.5209258 total_accuracy:0.3622761368751526, total_samples_cnt:33952
AI-Rank-log 1617000299.6097264 total_accuracy:0.361935019493103, total_samples_cnt:33984
AI-Rank-log 1617000299.7320738 total_accuracy:0.3615945279598236, total_samples_cnt:34016
AI-Rank-log 1617000299.821368 total_accuracy:0.3612547218799591, total_samples_cnt:34048
AI-Rank-log 1617000299.973481 total_accuracy:0.36091551184654236, total_samples_cnt:34080
AI-Rank-log 1617000300.0619507 total_accuracy:0.36057692766189575, total_samples_cnt:34112
AI-Rank-log 1617000300.2062452 total_accuracy:0.3602389991283417, total_samples_cnt:34144
AI-Rank-log 1617000300.2961214 total_accuracy:0.35990169644355774, total_samples_cnt:34176
AI-Rank-log 1617000300.4217267 total_accuracy:0.35956501960754395, total_samples_cnt:34208
AI-Rank-log 1617000300.5100098 total_accuracy:0.3592289686203003, total_samples_cnt:34240
AI-Rank-log 1617000300.6378489 total_accuracy:0.35889357328414917, total_samples_cnt:34272
AI-Rank-log 1617000300.727501 total_accuracy:0.36147385835647583, total_samples_cnt:34304
AI-Rank-log 1617000300.8642871 total_accuracy:0.3611370027065277, total_samples_cnt:34336
AI-Rank-log 1617000300.9542422 total_accuracy:0.36080074310302734, total_samples_cnt:34368
AI-Rank-log 1617000301.147053 total_accuracy:0.3604651093482971, total_samples_cnt:34400
AI-Rank-log 1617000301.235223 total_accuracy:0.36013010144233704, total_samples_cnt:34432
AI-Rank-log 1617000301.4873023 total_accuracy:0.3597957193851471, total_samples_cnt:34464
AI-Rank-log 1617000301.5775754 total_accuracy:0.3594619631767273, total_samples_cnt:34496
AI-Rank-log 1617000301.9490428 total_accuracy:0.35912883281707764, total_samples_cnt:34528
AI-Rank-log 1617000302.0389514 total_accuracy:0.35879629850387573, total_samples_cnt:34560
AI-Rank-log 1617000302.1831288 total_accuracy:0.35846439003944397, total_samples_cnt:34592
AI-Rank-log 1617000302.2721045 total_accuracy:0.35813307762145996, total_samples_cnt:34624
AI-Rank-log 1617000302.4341462 total_accuracy:0.3578023910522461, total_samples_cnt:34656
AI-Rank-log 1617000302.522601 total_accuracy:0.35747233033180237, total_samples_cnt:34688
AI-Rank-log 1617000302.6859019 total_accuracy:0.3571428656578064, total_samples_cnt:34720
AI-Rank-log 1617000302.7744703 total_accuracy:0.3568139970302582, total_samples_cnt:34752
AI-Rank-log 1617000302.8984053 total_accuracy:0.3564857244491577, total_samples_cnt:34784
AI-Rank-log 1617000302.9871192 total_accuracy:0.3561580777168274, total_samples_cnt:34816
AI-Rank-log 1617000303.1930842 total_accuracy:0.3558310270309448, total_samples_cnt:34848
AI-Rank-log 1617000303.2822928 total_accuracy:0.3555046021938324, total_samples_cnt:34880
AI-Rank-log 1617000303.428206 total_accuracy:0.35517874360084534, total_samples_cnt:34912
AI-Rank-log 1617000303.5174627 total_accuracy:0.35485348105430603, total_samples_cnt:34944
AI-Rank-log 1617000303.7360122 total_accuracy:0.3545288145542145, total_samples_cnt:34976
AI-Rank-log 1617000303.825416 total_accuracy:0.35420477390289307, total_samples_cnt:35008
AI-Rank-log 1617000304.0979168 total_accuracy:0.35388126969337463, total_samples_cnt:35040
AI-Rank-log 1617000304.18707 total_accuracy:0.35355839133262634, total_samples_cnt:35072
AI-Rank-log 1617000304.3211997 total_accuracy:0.3532361090183258, total_samples_cnt:35104
AI-Rank-log 1617000304.4108188 total_accuracy:0.35291439294815063, total_samples_cnt:35136
AI-Rank-log 1617000304.5404644 total_accuracy:0.3525932729244232, total_samples_cnt:35168
AI-Rank-log 1617000304.6300194 total_accuracy:0.35227271914482117, total_samples_cnt:35200
AI-Rank-log 1617000304.7774925 total_accuracy:0.35195279121398926, total_samples_cnt:35232
AI-Rank-log 1617000304.8665137 total_accuracy:0.3516333997249603, total_samples_cnt:35264
AI-Rank-log 1617000305.0023184 total_accuracy:0.35131460428237915, total_samples_cnt:35296
AI-Rank-log 1617000305.091451 total_accuracy:0.35099637508392334, total_samples_cnt:35328
AI-Rank-log 1617000305.3450675 total_accuracy:0.3506787419319153, total_samples_cnt:35360
AI-Rank-log 1617000305.4503708 total_accuracy:0.3503616750240326, total_samples_cnt:35392
AI-Rank-log 1617000305.5935879 total_accuracy:0.35004517436027527, total_samples_cnt:35424
AI-Rank-log 1617000305.6987512 total_accuracy:0.3497292399406433, total_samples_cnt:35456
AI-Rank-log 1617000305.838957 total_accuracy:0.3494139015674591, total_samples_cnt:35488
AI-Rank-log 1617000305.9442973 total_accuracy:0.3490990996360779, total_samples_cnt:35520
AI-Rank-log 1617000306.0603328 total_accuracy:0.3487848937511444, total_samples_cnt:35552
AI-Rank-log 1617000306.1653028 total_accuracy:0.3484712243080139, total_samples_cnt:35584
AI-Rank-log 1617000306.278766 total_accuracy:0.3481581509113312, total_samples_cnt:35616
AI-Rank-log 1617000306.422091 total_accuracy:0.3478456139564514, total_samples_cnt:35648
AI-Rank-log 1617000306.6031375 total_accuracy:0.34753361344337463, total_samples_cnt:35680
AI-Rank-log 1617000306.8886116 total_accuracy:0.3472222089767456, total_samples_cnt:35712
AI-Rank-log 1617000306.9778147 total_accuracy:0.34691137075424194, total_samples_cnt:35744
AI-Rank-log 1617000307.123751 total_accuracy:0.34660106897354126, total_samples_cnt:35776
AI-Rank-log 1617000307.2144496 total_accuracy:0.34629133343696594, total_samples_cnt:35808
AI-Rank-log 1617000307.4018242 total_accuracy:0.3459821343421936, total_samples_cnt:35840
AI-Rank-log 1617000307.4910223 total_accuracy:0.34567350149154663, total_samples_cnt:35872
AI-Rank-log 1617000307.6549237 total_accuracy:0.34536540508270264, total_samples_cnt:35904
AI-Rank-log 1617000307.744408 total_accuracy:0.345057874917984, total_samples_cnt:35936
AI-Rank-log 1617000307.883988 total_accuracy:0.34475088119506836, total_samples_cnt:35968
AI-Rank-log 1617000307.9723482 total_accuracy:0.3444444537162781, total_samples_cnt:36000
AI-Rank-log 1617000308.1148803 total_accuracy:0.34413856267929077, total_samples_cnt:36032
AI-Rank-log 1617000308.203718 total_accuracy:0.34383320808410645, total_samples_cnt:36064
AI-Rank-log 1617000308.4009237 total_accuracy:0.3435283601284027, total_samples_cnt:36096
AI-Rank-log 1617000308.4905891 total_accuracy:0.34322407841682434, total_samples_cnt:36128
AI-Rank-log 1617000308.6663609 total_accuracy:0.34292036294937134, total_samples_cnt:36160
AI-Rank-log 1617000308.756674 total_accuracy:0.34814324975013733, total_samples_cnt:36192
AI-Rank-log 1617000308.9116457 total_accuracy:0.3478356897830963, total_samples_cnt:36224
AI-Rank-log 1617000309.001881 total_accuracy:0.34752869606018066, total_samples_cnt:36256
AI-Rank-log 1617000309.1554787 total_accuracy:0.3472222089767456, total_samples_cnt:36288
AI-Rank-log 1617000309.2448938 total_accuracy:0.3469163179397583, total_samples_cnt:36320
AI-Rank-log 1617000309.5447013 total_accuracy:0.3466109037399292, total_samples_cnt:36352
AI-Rank-log 1617000309.634495 total_accuracy:0.34630605578422546, total_samples_cnt:36384
AI-Rank-log 1617000309.784156 total_accuracy:0.3460017740726471, total_samples_cnt:36416
AI-Rank-log 1617000309.8733685 total_accuracy:0.3456979990005493, total_samples_cnt:36448
AI-Rank-log 1617000310.035906 total_accuracy:0.34539473056793213, total_samples_cnt:36480
AI-Rank-log 1617000310.1256564 total_accuracy:0.3450920283794403, total_samples_cnt:36512
AI-Rank-log 1617000310.3034012 total_accuracy:0.3447898328304291, total_samples_cnt:36544
AI-Rank-log 1617000310.3922539 total_accuracy:0.3444882035255432, total_samples_cnt:36576
AI-Rank-log 1617000310.5439305 total_accuracy:0.34418705105781555, total_samples_cnt:36608
AI-Rank-log 1617000310.7765691 total_accuracy:0.34388646483421326, total_samples_cnt:36640
AI-Rank-log 1617000310.8656378 total_accuracy:0.3463132679462433, total_samples_cnt:36672
AI-Rank-log 1617000311.018304 total_accuracy:0.34601134061813354, total_samples_cnt:36704
AI-Rank-log 1617000311.123368 total_accuracy:0.3457099199295044, total_samples_cnt:36736
AI-Rank-log 1617000311.2909014 total_accuracy:0.3454090356826782, total_samples_cnt:36768
AI-Rank-log 1617000311.3949003 total_accuracy:0.3451087176799774, total_samples_cnt:36800
AI-Rank-log 1617000311.517864 total_accuracy:0.3448088765144348, total_samples_cnt:36832
AI-Rank-log 1617000311.6227639 total_accuracy:0.3445095419883728, total_samples_cnt:36864
AI-Rank-log 1617000311.7726274 total_accuracy:0.34421077370643616, total_samples_cnt:36896
AI-Rank-log 1617000311.8771849 total_accuracy:0.3439124822616577, total_samples_cnt:36928
AI-Rank-log 1617000312.0272815 total_accuracy:0.34361472725868225, total_samples_cnt:36960
AI-Rank-log 1617000312.1317823 total_accuracy:0.3433174788951874, total_samples_cnt:36992
AI-Rank-log 1617000312.2526484 total_accuracy:0.3430207371711731, total_samples_cnt:37024
AI-Rank-log 1617000312.4156942 total_accuracy:0.3427245318889618, total_samples_cnt:37056
AI-Rank-log 1617000312.5403965 total_accuracy:0.34512510895729065, total_samples_cnt:37088
AI-Rank-log 1617000312.698139 total_accuracy:0.3448275923728943, total_samples_cnt:37120
AI-Rank-log 1617000312.8031518 total_accuracy:0.3445305824279785, total_samples_cnt:37152
AI-Rank-log 1617000312.9384558 total_accuracy:0.34423407912254333, total_samples_cnt:37184
AI-Rank-log 1617000313.0454812 total_accuracy:0.34393811225891113, total_samples_cnt:37216
AI-Rank-log 1617000313.1603253 total_accuracy:0.34364262223243713, total_samples_cnt:37248
AI-Rank-log 1617000313.265693 total_accuracy:0.346030056476593, total_samples_cnt:37280
AI-Rank-log 1617000313.3714094 total_accuracy:0.34573328495025635, total_samples_cnt:37312
AI-Rank-log 1617000313.4749815 total_accuracy:0.34543702006340027, total_samples_cnt:37344
AI-Rank-log 1617000313.6026692 total_accuracy:0.3451412618160248, total_samples_cnt:37376
AI-Rank-log 1617000313.7272224 total_accuracy:0.34484604001045227, total_samples_cnt:37408
AI-Rank-log 1617000313.8399868 total_accuracy:0.34455129504203796, total_samples_cnt:37440
AI-Rank-log 1617000314.0070639 total_accuracy:0.34425702691078186, total_samples_cnt:37472
AI-Rank-log 1617000314.1136425 total_accuracy:0.34396329522132874, total_samples_cnt:37504
AI-Rank-log 1617000314.245241 total_accuracy:0.3436700701713562, total_samples_cnt:37536
AI-Rank-log 1617000314.3492343 total_accuracy:0.34337732195854187, total_samples_cnt:37568
AI-Rank-log 1617000314.4832125 total_accuracy:0.3430851101875305, total_samples_cnt:37600
AI-Rank-log 1617000314.5874732 total_accuracy:0.342793345451355, total_samples_cnt:37632
AI-Rank-log 1617000314.7291026 total_accuracy:0.3451571762561798, total_samples_cnt:37664
AI-Rank-log 1617000314.8338218 total_accuracy:0.3448641896247864, total_samples_cnt:37696
AI-Rank-log 1617000314.9750135 total_accuracy:0.3472222089767456, total_samples_cnt:37728
AI-Rank-log 1617000315.080126 total_accuracy:0.34957626461982727, total_samples_cnt:37760
AI-Rank-log 1617000315.3669963 total_accuracy:0.3492802679538727, total_samples_cnt:37792
AI-Rank-log 1617000315.4559844 total_accuracy:0.3489847779273987, total_samples_cnt:37824
AI-Rank-log 1617000315.6133075 total_accuracy:0.3486897647380829, total_samples_cnt:37856
AI-Rank-log 1617000315.7028658 total_accuracy:0.34839528799057007, total_samples_cnt:37888
AI-Rank-log 1617000315.8498654 total_accuracy:0.34810125827789307, total_samples_cnt:37920
AI-Rank-log 1617000315.939723 total_accuracy:0.34780776500701904, total_samples_cnt:37952
AI-Rank-log 1617000316.0843065 total_accuracy:0.3475147485733032, total_samples_cnt:37984
AI-Rank-log 1617000316.1739793 total_accuracy:0.3472222089767456, total_samples_cnt:38016
AI-Rank-log 1617000316.3212907 total_accuracy:0.34693020582199097, total_samples_cnt:38048
AI-Rank-log 1617000316.4104114 total_accuracy:0.34663864970207214, total_samples_cnt:38080
AI-Rank-log 1617000316.5631151 total_accuracy:0.3463476002216339, total_samples_cnt:38112
AI-Rank-log 1617000316.6528738 total_accuracy:0.34605705738067627, total_samples_cnt:38144
AI-Rank-log 1617000316.7798092 total_accuracy:0.34576696157455444, total_samples_cnt:38176
AI-Rank-log 1617000316.8868246 total_accuracy:0.3454773724079132, total_samples_cnt:38208
AI-Rank-log 1617000317.0606825 total_accuracy:0.34518828988075256, total_samples_cnt:38240
AI-Rank-log 1617000317.150622 total_accuracy:0.34489965438842773, total_samples_cnt:38272
AI-Rank-log 1617000317.3076224 total_accuracy:0.3446115255355835, total_samples_cnt:38304
AI-Rank-log 1617000317.413123 total_accuracy:0.34432387351989746, total_samples_cnt:38336
AI-Rank-log 1617000317.544283 total_accuracy:0.34403669834136963, total_samples_cnt:38368
AI-Rank-log 1617000317.6493158 total_accuracy:0.34375, total_samples_cnt:38400
AI-Rank-log 1617000317.8048997 total_accuracy:0.3434637784957886, total_samples_cnt:38432
AI-Rank-log 1617000317.8943987 total_accuracy:0.34317803382873535, total_samples_cnt:38464
AI-Rank-log 1617000318.0176818 total_accuracy:0.34289276599884033, total_samples_cnt:38496
AI-Rank-log 1617000318.120384 total_accuracy:0.3426079750061035, total_samples_cnt:38528
AI-Rank-log 1617000318.298179 total_accuracy:0.3423236608505249, total_samples_cnt:38560
AI-Rank-log 1617000318.444723 total_accuracy:0.3420397937297821, total_samples_cnt:38592
AI-Rank-log 1617000318.5492313 total_accuracy:0.3417564332485199, total_samples_cnt:38624
AI-Rank-log 1617000318.669695 total_accuracy:0.3414735198020935, total_samples_cnt:38656
AI-Rank-log 1617000318.8180315 total_accuracy:0.3411910831928253, total_samples_cnt:38688
AI-Rank-log 1617000318.9236357 total_accuracy:0.34090909361839294, total_samples_cnt:38720
AI-Rank-log 1617000319.1019518 total_accuracy:0.3406275808811188, total_samples_cnt:38752
AI-Rank-log 1617000319.2088344 total_accuracy:0.3403465449810028, total_samples_cnt:38784
AI-Rank-log 1617000319.339912 total_accuracy:0.34006595611572266, total_samples_cnt:38816
AI-Rank-log 1617000319.4450321 total_accuracy:0.3397858142852783, total_samples_cnt:38848
AI-Rank-log 1617000319.7231493 total_accuracy:0.3395061790943146, total_samples_cnt:38880
AI-Rank-log 1617000319.8125076 total_accuracy:0.33922699093818665, total_samples_cnt:38912
AI-Rank-log 1617000319.9642556 total_accuracy:0.33894824981689453, total_samples_cnt:38944
AI-Rank-log 1617000320.054612 total_accuracy:0.33866995573043823, total_samples_cnt:38976
AI-Rank-log 1617000320.1927414 total_accuracy:0.33839213848114014, total_samples_cnt:39008
AI-Rank-log 1617000320.5060673 total_accuracy:0.33811476826667786, total_samples_cnt:39040
AI-Rank-log 1617000320.5956411 total_accuracy:0.3378378450870514, total_samples_cnt:39072
AI-Rank-log 1617000320.7548108 total_accuracy:0.33756136894226074, total_samples_cnt:39104
AI-Rank-log 1617000320.8449304 total_accuracy:0.3372853398323059, total_samples_cnt:39136
AI-Rank-log 1617000321.0649455 total_accuracy:0.33700981736183167, total_samples_cnt:39168
AI-Rank-log 1617000321.1540797 total_accuracy:0.33673468232154846, total_samples_cnt:39200
AI-Rank-log 1617000321.2863686 total_accuracy:0.33646002411842346, total_samples_cnt:39232
AI-Rank-log 1617000321.3762822 total_accuracy:0.3361858129501343, total_samples_cnt:39264
AI-Rank-log 1617000321.5003467 total_accuracy:0.3359120488166809, total_samples_cnt:39296
AI-Rank-log 1617000321.5894556 total_accuracy:0.33563873171806335, total_samples_cnt:39328
AI-Rank-log 1617000321.7395556 total_accuracy:0.33536583185195923, total_samples_cnt:39360
AI-Rank-log 1617000321.8291879 total_accuracy:0.3350934088230133, total_samples_cnt:39392
AI-Rank-log 1617000321.9950042 total_accuracy:0.3348214328289032, total_samples_cnt:39424
