[ AI-Rank-Log  1/31 19:43:10.418 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  1/31 20:28: 5.471 ]sampleid: 000000439426.jpg, result=true
[ AI-Rank-Log  1/31 20:28: 6.766 ]sampleid: 000000439522.jpg, result=true
[ AI-Rank-Log  1/31 20:28: 8. 61 ]sampleid: 000000439525.jpg, result=true
[ AI-Rank-Log  1/31 20:28: 9.368 ]sampleid: 000000439593.jpg, result=true
[ AI-Rank-Log  1/31 20:28:10.667 ]sampleid: 000000439623.jpg, result=true
[ AI-Rank-Log  1/31 20:28:11.971 ]sampleid: 000000439715.jpg, result=true
[ AI-Rank-Log  1/31 20:28:13.266 ]sampleid: 000000439773.jpg, result=true
[ AI-Rank-Log  1/31 20:28:14.562 ]sampleid: 000000439854.jpg, result=true
[ AI-Rank-Log  1/31 20:28:15.859 ]sampleid: 000000439994.jpg, result=true
[ AI-Rank-Log  1/31 20:28:17.155 ]sampleid: 000000440171.jpg, result=true
[ AI-Rank-Log  1/31 20:28:18.445 ]sampleid: 000000440184.jpg, result=true
[ AI-Rank-Log  1/31 20:28:19.744 ]sampleid: 000000440336.jpg, result=true
[ AI-Rank-Log  1/31 20:28:21. 39 ]sampleid: 000000440475.jpg, result=true
[ AI-Rank-Log  1/31 20:28:22.327 ]sampleid: 000000440507.jpg, result=true
[ AI-Rank-Log  1/31 20:28:23.638 ]sampleid: 000000440508.jpg, result=true
[ AI-Rank-Log  1/31 20:28:24.947 ]sampleid: 000000440617.jpg, result=true
[ AI-Rank-Log  1/31 20:28:26.259 ]sampleid: 000000441247.jpg, result=true
[ AI-Rank-Log  1/31 20:28:27.563 ]sampleid: 000000441286.jpg, result=true
[ AI-Rank-Log  1/31 20:28:28.867 ]sampleid: 000000441442.jpg, result=true
[ AI-Rank-Log  1/31 20:28:30.164 ]sampleid: 000000441468.jpg, result=true
[ AI-Rank-Log  1/31 20:28:31.466 ]sampleid: 000000441491.jpg, result=true
[ AI-Rank-Log  1/31 20:28:32.793 ]sampleid: 000000441543.jpg, result=true
[ AI-Rank-Log  1/31 20:28:34.106 ]sampleid: 000000441553.jpg, result=true
[ AI-Rank-Log  1/31 20:28:35.416 ]sampleid: 000000441586.jpg, result=true
[ AI-Rank-Log  1/31 20:28:36.724 ]sampleid: 000000442009.jpg, result=true
[ AI-Rank-Log  1/31 20:28:38. 21 ]sampleid: 000000442161.jpg, result=true
[ AI-Rank-Log  1/31 20:28:39.332 ]sampleid: 000000442306.jpg, result=true
[ AI-Rank-Log  1/31 20:28:40.634 ]sampleid: 000000442323.jpg, result=true
[ AI-Rank-Log  1/31 20:28:41.947 ]sampleid: 000000442456.jpg, result=true
[ AI-Rank-Log  1/31 20:28:43.251 ]sampleid: 000000442463.jpg, result=true
[ AI-Rank-Log  1/31 20:28:44.558 ]sampleid: 000000442480.jpg, result=true
[ AI-Rank-Log  1/31 20:28:45.857 ]sampleid: 000000442661.jpg, result=true
[ AI-Rank-Log  1/31 20:28:47.166 ]sampleid: 000000442746.jpg, result=true
[ AI-Rank-Log  1/31 20:28:48.486 ]sampleid: 000000442822.jpg, result=true
[ AI-Rank-Log  1/31 20:28:49.809 ]sampleid: 000000442836.jpg, result=true
[ AI-Rank-Log  1/31 20:28:51.119 ]sampleid: 000000442993.jpg, result=true
[ AI-Rank-Log  1/31 20:28:52.416 ]sampleid: 000000443303.jpg, result=true
[ AI-Rank-Log  1/31 20:28:53.726 ]sampleid: 000000443426.jpg, result=true
[ AI-Rank-Log  1/31 20:28:55. 34 ]sampleid: 000000443498.jpg, result=true
[ AI-Rank-Log  1/31 20:28:56.340 ]sampleid: 000000443844.jpg, result=true
[ AI-Rank-Log  1/31 20:28:57.669 ]sampleid: 000000443969.jpg, result=true
[ AI-Rank-Log  1/31 20:28:58.970 ]sampleid: 000000444142.jpg, result=true
[ AI-Rank-Log  1/31 20:29: 0.285 ]sampleid: 000000444275.jpg, result=true
[ AI-Rank-Log  1/31 20:29: 1.599 ]sampleid: 000000444879.jpg, result=true
[ AI-Rank-Log  1/31 20:29: 2.924 ]sampleid: 000000445248.jpg, result=true
[ AI-Rank-Log  1/31 20:29: 4.237 ]sampleid: 000000445365.jpg, result=true
[ AI-Rank-Log  1/31 20:29: 5.555 ]sampleid: 000000445439.jpg, result=true
[ AI-Rank-Log  1/31 20:29: 6.877 ]sampleid: 000000445602.jpg, result=true
[ AI-Rank-Log  1/31 20:29: 8.187 ]sampleid: 000000445658.jpg, result=true
[ AI-Rank-Log  1/31 20:29: 9.501 ]sampleid: 000000445675.jpg, result=true
[ AI-Rank-Log  1/31 20:29:10.827 ]sampleid: 000000445722.jpg, result=true
[ AI-Rank-Log  1/31 20:29:12.141 ]sampleid: 000000445792.jpg, result=true
[ AI-Rank-Log  1/31 20:29:13.462 ]sampleid: 000000445834.jpg, result=true
[ AI-Rank-Log  1/31 20:29:14.788 ]sampleid: 000000445846.jpg, result=true
[ AI-Rank-Log  1/31 20:29:16.105 ]sampleid: 000000445999.jpg, result=true
[ AI-Rank-Log  1/31 20:29:17.419 ]sampleid: 000000446005.jpg, result=true
[ AI-Rank-Log  1/31 20:29:18.739 ]sampleid: 000000446117.jpg, result=true
[ AI-Rank-Log  1/31 20:29:20. 66 ]sampleid: 000000446206.jpg, result=true
[ AI-Rank-Log  1/31 20:29:21.383 ]sampleid: 000000446207.jpg, result=true
[ AI-Rank-Log  1/31 20:29:22.692 ]sampleid: 000000446522.jpg, result=true
[ AI-Rank-Log  1/31 20:29:24.  5 ]sampleid: 000000446574.jpg, result=true
[ AI-Rank-Log  1/31 20:29:25.324 ]sampleid: 000000446651.jpg, result=true
[ AI-Rank-Log  1/31 20:29:26.638 ]sampleid: 000000446703.jpg, result=true
[ AI-Rank-Log  1/31 20:29:27.965 ]sampleid: 000000447088.jpg, result=true
[ AI-Rank-Log  1/31 20:29:29.290 ]sampleid: 000000447169.jpg, result=true
[ AI-Rank-Log  1/31 20:29:30.612 ]sampleid: 000000447187.jpg, result=true
[ AI-Rank-Log  1/31 20:29:31.924 ]sampleid: 000000447200.jpg, result=true
[ AI-Rank-Log  1/31 20:29:33.255 ]sampleid: 000000447313.jpg, result=true
[ AI-Rank-Log  1/31 20:29:34.575 ]sampleid: 000000447314.jpg, result=true
[ AI-Rank-Log  1/31 20:29:35.905 ]sampleid: 000000447342.jpg, result=true
[ AI-Rank-Log  1/31 20:29:37.219 ]sampleid: 000000447465.jpg, result=true
[ AI-Rank-Log  1/31 20:29:38.543 ]sampleid: 000000447522.jpg, result=true
[ AI-Rank-Log  1/31 20:29:39.862 ]sampleid: 000000447611.jpg, result=true
[ AI-Rank-Log  1/31 20:29:41.209 ]sampleid: 000000447789.jpg, result=true
[ AI-Rank-Log  1/31 20:29:42.555 ]sampleid: 000000447917.jpg, result=true
[ AI-Rank-Log  1/31 20:29:43.880 ]sampleid: 000000448076.jpg, result=true
[ AI-Rank-Log  1/31 20:29:45.202 ]sampleid: 000000448256.jpg, result=true
[ AI-Rank-Log  1/31 20:29:46.520 ]sampleid: 000000448263.jpg, result=true
[ AI-Rank-Log  1/31 20:29:47.843 ]sampleid: 000000448365.jpg, result=true
[ AI-Rank-Log  1/31 20:29:49.176 ]sampleid: 000000448410.jpg, result=true
[ AI-Rank-Log  1/31 20:29:50.510 ]sampleid: 000000448448.jpg, result=true
[ AI-Rank-Log  1/31 20:29:51.837 ]sampleid: 000000448810.jpg, result=true
[ AI-Rank-Log  1/31 20:29:53.166 ]sampleid: 000000449190.jpg, result=true
[ AI-Rank-Log  1/31 20:29:54.492 ]sampleid: 000000449198.jpg, result=true
[ AI-Rank-Log  1/31 20:29:55.815 ]sampleid: 000000449312.jpg, result=true
[ AI-Rank-Log  1/31 20:29:57.141 ]sampleid: 000000449406.jpg, result=true
[ AI-Rank-Log  1/31 20:29:58.470 ]sampleid: 000000449432.jpg, result=true
[ AI-Rank-Log  1/31 20:29:59.790 ]sampleid: 000000449579.jpg, result=true
[ AI-Rank-Log  1/31 20:30: 1.133 ]sampleid: 000000449603.jpg, result=true
[ AI-Rank-Log  1/31 20:30: 2.458 ]sampleid: 000000449661.jpg, result=true
[ AI-Rank-Log  1/31 20:30: 3.778 ]sampleid: 000000449909.jpg, result=true
[ AI-Rank-Log  1/31 20:30: 5.105 ]sampleid: 000000449996.jpg, result=true
[ AI-Rank-Log  1/31 20:30: 6.443 ]sampleid: 000000450075.jpg, result=true
[ AI-Rank-Log  1/31 20:30: 7.767 ]sampleid: 000000450100.jpg, result=true
[ AI-Rank-Log  1/31 20:30: 9. 83 ]sampleid: 000000450202.jpg, result=true
[ AI-Rank-Log  1/31 20:30:10.408 ]sampleid: 000000450303.jpg, result=true
[ AI-Rank-Log  1/31 20:30:11.734 ]sampleid: 000000450399.jpg, result=true
[ AI-Rank-Log  1/31 20:30:13. 49 ]sampleid: 000000450439.jpg, result=true
[ AI-Rank-Log  1/31 20:30:14.368 ]sampleid: 000000450488.jpg, result=true
[ AI-Rank-Log  1/31 20:30:15.692 ]sampleid: 000000450559.jpg, result=true
[ AI-Rank-Log  1/31 20:30:17. 17 ]sampleid: 000000450686.jpg, result=true
[ AI-Rank-Log  1/31 20:30:18.349 ]sampleid: 000000450758.jpg, result=true
[ AI-Rank-Log  1/31 20:30:19.688 ]sampleid: 000000451043.jpg, result=true
[ AI-Rank-Log  1/31 20:30:21. 29 ]sampleid: 000000451084.jpg, result=true
[ AI-Rank-Log  1/31 20:30:22.362 ]sampleid: 000000451090.jpg, result=true
[ AI-Rank-Log  1/31 20:30:23.696 ]sampleid: 000000451144.jpg, result=true
[ AI-Rank-Log  1/31 20:30:25. 24 ]sampleid: 000000451150.jpg, result=true
[ AI-Rank-Log  1/31 20:30:26.349 ]sampleid: 000000451155.jpg, result=true
[ AI-Rank-Log  1/31 20:30:27.683 ]sampleid: 000000451308.jpg, result=true
[ AI-Rank-Log  1/31 20:30:29.  5 ]sampleid: 000000451435.jpg, result=true
[ AI-Rank-Log  1/31 20:30:30.335 ]sampleid: 000000451571.jpg, result=true
[ AI-Rank-Log  1/31 20:30:31.661 ]sampleid: 000000451693.jpg, result=true
[ AI-Rank-Log  1/31 20:30:32.991 ]sampleid: 000000451714.jpg, result=true
[ AI-Rank-Log  1/31 20:30:34.321 ]sampleid: 000000451879.jpg, result=true
[ AI-Rank-Log  1/31 20:30:35.654 ]sampleid: 000000452084.jpg, result=true
[ AI-Rank-Log  1/31 20:30:36.976 ]sampleid: 000000452122.jpg, result=true
[ AI-Rank-Log  1/31 20:30:38.329 ]sampleid: 000000452321.jpg, result=true
[ AI-Rank-Log  1/31 20:30:39.652 ]sampleid: 000000452515.jpg, result=true
[ AI-Rank-Log  1/31 20:30:40.975 ]sampleid: 000000452784.jpg, result=true
[ AI-Rank-Log  1/31 20:30:42.302 ]sampleid: 000000452793.jpg, result=true
[ AI-Rank-Log  1/31 20:30:43.636 ]sampleid: 000000452891.jpg, result=true
[ AI-Rank-Log  1/31 20:30:44.975 ]sampleid: 000000453001.jpg, result=true
[ AI-Rank-Log  1/31 20:30:46.300 ]sampleid: 000000453040.jpg, result=true
[ AI-Rank-Log  1/31 20:30:47.620 ]sampleid: 000000453166.jpg, result=true
[ AI-Rank-Log  1/31 20:30:48.942 ]sampleid: 000000453302.jpg, result=true
[ AI-Rank-Log  1/31 20:30:50.277 ]sampleid: 000000453341.jpg, result=true
[ AI-Rank-Log  1/31 20:30:51.605 ]sampleid: 000000453584.jpg, result=true
[ AI-Rank-Log  1/31 20:30:52.922 ]sampleid: 000000453634.jpg, result=true
[ AI-Rank-Log  1/31 20:30:54.251 ]sampleid: 000000453708.jpg, result=true
[ AI-Rank-Log  1/31 20:30:55.585 ]sampleid: 000000453722.jpg, result=true
[ AI-Rank-Log  1/31 20:30:56.914 ]sampleid: 000000453841.jpg, result=true
[ AI-Rank-Log  1/31 20:30:58.241 ]sampleid: 000000453860.jpg, result=true
[ AI-Rank-Log  1/31 20:30:59.576 ]sampleid: 000000453981.jpg, result=true
[ AI-Rank-Log  1/31 20:31: 0.908 ]sampleid: 000000454067.jpg, result=true
[ AI-Rank-Log  1/31 20:31: 2.237 ]sampleid: 000000454404.jpg, result=true
[ AI-Rank-Log  1/31 20:31: 3.563 ]sampleid: 000000454661.jpg, result=true
[ AI-Rank-Log  1/31 20:31: 4.895 ]sampleid: 000000454750.jpg, result=true
[ AI-Rank-Log  1/31 20:31: 6.227 ]sampleid: 000000454798.jpg, result=true
[ AI-Rank-Log  1/31 20:31: 7.563 ]sampleid: 000000454978.jpg, result=true
[ AI-Rank-Log  1/31 20:31: 8.898 ]sampleid: 000000455085.jpg, result=true
[ AI-Rank-Log  1/31 20:31:10.238 ]sampleid: 000000455157.jpg, result=true
[ AI-Rank-Log  1/31 20:31:11.575 ]sampleid: 000000455219.jpg, result=true
[ AI-Rank-Log  1/31 20:31:12.913 ]sampleid: 000000455267.jpg, result=true
[ AI-Rank-Log  1/31 20:31:14.250 ]sampleid: 000000455301.jpg, result=true
[ AI-Rank-Log  1/31 20:31:15.587 ]sampleid: 000000455352.jpg, result=true
[ AI-Rank-Log  1/31 20:31:16.933 ]sampleid: 000000455448.jpg, result=true
[ AI-Rank-Log  1/31 20:31:18.273 ]sampleid: 000000455555.jpg, result=true
[ AI-Rank-Log  1/31 20:31:19.617 ]sampleid: 000000455597.jpg, result=true
[ AI-Rank-Log  1/31 20:31:20.956 ]sampleid: 000000455624.jpg, result=true
[ AI-Rank-Log  1/31 20:31:22.295 ]sampleid: 000000455716.jpg, result=true
[ AI-Rank-Log  1/31 20:31:23.618 ]sampleid: 000000455872.jpg, result=true
[ AI-Rank-Log  1/31 20:31:24.959 ]sampleid: 000000455937.jpg, result=true
[ AI-Rank-Log  1/31 20:31:26.303 ]sampleid: 000000455981.jpg, result=true
[ AI-Rank-Log  1/31 20:31:27.633 ]sampleid: 000000456015.jpg, result=true
[ AI-Rank-Log  1/31 20:31:28.975 ]sampleid: 000000456143.jpg, result=true
[ AI-Rank-Log  1/31 20:31:30.322 ]sampleid: 000000456292.jpg, result=true
[ AI-Rank-Log  1/31 20:31:31.658 ]sampleid: 000000456303.jpg, result=true
[ AI-Rank-Log  1/31 20:31:32.989 ]sampleid: 000000456394.jpg, result=true
[ AI-Rank-Log  1/31 20:31:34.331 ]sampleid: 000000456496.jpg, result=true
[ AI-Rank-Log  1/31 20:31:35.674 ]sampleid: 000000456559.jpg, result=true
[ AI-Rank-Log  1/31 20:31:37. 13 ]sampleid: 000000456662.jpg, result=true
[ AI-Rank-Log  1/31 20:31:38.354 ]sampleid: 000000456865.jpg, result=true
[ AI-Rank-Log  1/31 20:31:39.696 ]sampleid: 000000457078.jpg, result=true
[ AI-Rank-Log  1/31 20:31:41. 49 ]sampleid: 000000457262.jpg, result=true
[ AI-Rank-Log  1/31 20:31:42.401 ]sampleid: 000000457559.jpg, result=true
[ AI-Rank-Log  1/31 20:31:43.739 ]sampleid: 000000457848.jpg, result=true
[ AI-Rank-Log  1/31 20:31:45. 96 ]sampleid: 000000457884.jpg, result=true
[ AI-Rank-Log  1/31 20:31:46.452 ]sampleid: 000000458045.jpg, result=true
[ AI-Rank-Log  1/31 20:31:47.807 ]sampleid: 000000458054.jpg, result=true
[ AI-Rank-Log  1/31 20:31:49.165 ]sampleid: 000000458109.jpg, result=true
[ AI-Rank-Log  1/31 20:31:50.512 ]sampleid: 000000458223.jpg, result=true
[ AI-Rank-Log  1/31 20:31:51.875 ]sampleid: 000000458255.jpg, result=true
[ AI-Rank-Log  1/31 20:31:53.231 ]sampleid: 000000458325.jpg, result=true
[ AI-Rank-Log  1/31 20:31:54.588 ]sampleid: 000000458410.jpg, result=true
[ AI-Rank-Log  1/31 20:31:55.937 ]sampleid: 000000458663.jpg, result=true
[ AI-Rank-Log  1/31 20:31:57.297 ]sampleid: 000000458702.jpg, result=true
[ AI-Rank-Log  1/31 20:31:58.651 ]sampleid: 000000458755.jpg, result=true
[ AI-Rank-Log  1/31 20:31:59.994 ]sampleid: 000000458768.jpg, result=true
[ AI-Rank-Log  1/31 20:32: 1.339 ]sampleid: 000000458790.jpg, result=true
[ AI-Rank-Log  1/31 20:32: 2.686 ]sampleid: 000000458992.jpg, result=true
[ AI-Rank-Log  1/31 20:32: 4. 47 ]sampleid: 000000459153.jpg, result=true
[ AI-Rank-Log  1/31 20:32: 5.399 ]sampleid: 000000459195.jpg, result=true
[ AI-Rank-Log  1/31 20:32: 6.758 ]sampleid: 000000459272.jpg, result=true
[ AI-Rank-Log  1/31 20:32: 8.123 ]sampleid: 000000459396.jpg, result=true
[ AI-Rank-Log  1/31 20:32: 9.484 ]sampleid: 000000459437.jpg, result=true
[ AI-Rank-Log  1/31 20:32:10.849 ]sampleid: 000000459467.jpg, result=true
[ AI-Rank-Log  1/31 20:32:12.209 ]sampleid: 000000459500.jpg, result=true
[ AI-Rank-Log  1/31 20:32:13.566 ]sampleid: 000000459634.jpg, result=true
[ AI-Rank-Log  1/31 20:32:14.929 ]sampleid: 000000459662.jpg, result=true
[ AI-Rank-Log  1/31 20:32:16.290 ]sampleid: 000000459757.jpg, result=true
[ AI-Rank-Log  1/31 20:32:17.642 ]sampleid: 000000459809.jpg, result=true
[ AI-Rank-Log  1/31 20:32:19.  5 ]sampleid: 000000459887.jpg, result=true
[ AI-Rank-Log  1/31 20:32:20.361 ]sampleid: 000000459954.jpg, result=true
[ AI-Rank-Log  1/31 20:32:21.726 ]sampleid: 000000460147.jpg, result=true
[ AI-Rank-Log  1/31 20:32:23. 83 ]sampleid: 000000460160.jpg, result=true
[ AI-Rank-Log  1/31 20:32:24.442 ]sampleid: 000000460229.jpg, result=true
[ AI-Rank-Log  1/31 20:32:25.796 ]sampleid: 000000460333.jpg, result=true
[ AI-Rank-Log  1/31 20:32:27.153 ]sampleid: 000000460347.jpg, result=true
[ AI-Rank-Log  1/31 20:32:28.518 ]sampleid: 000000460379.jpg, result=true
[ AI-Rank-Log  1/31 20:32:29.878 ]sampleid: 000000460494.jpg, result=true
[ AI-Rank-Log  1/31 20:32:31.228 ]sampleid: 000000460682.jpg, result=true
[ AI-Rank-Log  1/31 20:32:32.590 ]sampleid: 000000460683.jpg, result=true
[ AI-Rank-Log  1/31 20:32:33.959 ]sampleid: 000000460841.jpg, result=true
[ AI-Rank-Log  1/31 20:32:35.320 ]sampleid: 000000460927.jpg, result=true
[ AI-Rank-Log  1/31 20:32:36.689 ]sampleid: 000000460929.jpg, result=true
[ AI-Rank-Log  1/31 20:32:38. 65 ]sampleid: 000000460967.jpg, result=true
[ AI-Rank-Log  1/31 20:32:39.423 ]sampleid: 000000461009.jpg, result=true
[ AI-Rank-Log  1/31 20:32:40.787 ]sampleid: 000000461036.jpg, result=true
[ AI-Rank-Log  1/31 20:32:42.153 ]sampleid: 000000461275.jpg, result=true
[ AI-Rank-Log  1/31 20:32:43.523 ]sampleid: 000000461405.jpg, result=true
[ AI-Rank-Log  1/31 20:32:44.890 ]sampleid: 000000461573.jpg, result=true
[ AI-Rank-Log  1/31 20:32:46.266 ]sampleid: 000000461751.jpg, result=true
[ AI-Rank-Log  1/31 20:32:47.630 ]sampleid: 000000462031.jpg, result=true
[ AI-Rank-Log  1/31 20:32:48.995 ]sampleid: 000000462371.jpg, result=true
[ AI-Rank-Log  1/31 20:32:50.359 ]sampleid: 000000462576.jpg, result=true
[ AI-Rank-Log  1/31 20:32:51.726 ]sampleid: 000000462614.jpg, result=true
[ AI-Rank-Log  1/31 20:32:53. 97 ]sampleid: 000000462629.jpg, result=true
[ AI-Rank-Log  1/31 20:32:54.466 ]sampleid: 000000462643.jpg, result=true
[ AI-Rank-Log  1/31 20:32:55.832 ]sampleid: 000000462728.jpg, result=true
[ AI-Rank-Log  1/31 20:32:57.204 ]sampleid: 000000462756.jpg, result=true
[ AI-Rank-Log  1/31 20:32:58.570 ]sampleid: 000000462904.jpg, result=true
[ AI-Rank-Log  1/31 20:32:59.929 ]sampleid: 000000463037.jpg, result=true
[ AI-Rank-Log  1/31 20:33: 1.301 ]sampleid: 000000463174.jpg, result=true
[ AI-Rank-Log  1/31 20:33: 2.672 ]sampleid: 000000463199.jpg, result=true
[ AI-Rank-Log  1/31 20:33: 4. 38 ]sampleid: 000000463283.jpg, result=true
[ AI-Rank-Log  1/31 20:33: 5.403 ]sampleid: 000000463522.jpg, result=true
[ AI-Rank-Log  1/31 20:33: 6.773 ]sampleid: 000000463527.jpg, result=true
[ AI-Rank-Log  1/31 20:33: 8.140 ]sampleid: 000000463542.jpg, result=true
[ AI-Rank-Log  1/31 20:33: 9.506 ]sampleid: 000000463618.jpg, result=true
[ AI-Rank-Log  1/31 20:33:10.874 ]sampleid: 000000463647.jpg, result=true
[ AI-Rank-Log  1/31 20:33:12.243 ]sampleid: 000000463690.jpg, result=true
[ AI-Rank-Log  1/31 20:33:13.615 ]sampleid: 000000463730.jpg, result=true
[ AI-Rank-Log  1/31 20:33:14.987 ]sampleid: 000000463802.jpg, result=true
[ AI-Rank-Log  1/31 20:33:16.352 ]sampleid: 000000463842.jpg, result=true
[ AI-Rank-Log  1/31 20:33:17.734 ]sampleid: 000000463849.jpg, result=true
[ AI-Rank-Log  1/31 20:33:19. 93 ]sampleid: 000000463918.jpg, result=true
[ AI-Rank-Log  1/31 20:33:20.472 ]sampleid: 000000464089.jpg, result=true
[ AI-Rank-Log  1/31 20:33:21.841 ]sampleid: 000000464144.jpg, result=true
[ AI-Rank-Log  1/31 20:33:23.222 ]sampleid: 000000464251.jpg, result=true
[ AI-Rank-Log  1/31 20:33:24.595 ]sampleid: 000000464358.jpg, result=true
[ AI-Rank-Log  1/31 20:33:25.972 ]sampleid: 000000464476.jpg, result=true
[ AI-Rank-Log  1/31 20:33:27.347 ]sampleid: 000000464522.jpg, result=true
[ AI-Rank-Log  1/31 20:33:28.727 ]sampleid: 000000464689.jpg, result=true
[ AI-Rank-Log  1/31 20:33:30.113 ]sampleid: 000000464786.jpg, result=true
[ AI-Rank-Log  1/31 20:33:31.492 ]sampleid: 000000464824.jpg, result=true
[ AI-Rank-Log  1/31 20:33:32.872 ]sampleid: 000000464872.jpg, result=true
[ AI-Rank-Log  1/31 20:33:34.255 ]sampleid: 000000465129.jpg, result=true
[ AI-Rank-Log  1/31 20:33:35.623 ]sampleid: 000000465179.jpg, result=true
[ AI-Rank-Log  1/31 20:33:37. 10 ]sampleid: 000000465180.jpg, result=true
[ AI-Rank-Log  1/31 20:33:38.393 ]sampleid: 000000465430.jpg, result=true
[ AI-Rank-Log  1/31 20:33:39.774 ]sampleid: 000000465549.jpg, result=true
[ AI-Rank-Log  1/31 20:33:41.154 ]sampleid: 000000465585.jpg, result=true
[ AI-Rank-Log  1/31 20:33:42.543 ]sampleid: 000000465675.jpg, result=true
[ AI-Rank-Log  1/31 20:33:43.921 ]sampleid: 000000465718.jpg, result=true
[ AI-Rank-Log  1/31 20:33:45.301 ]sampleid: 000000465806.jpg, result=true
[ AI-Rank-Log  1/31 20:33:46.673 ]sampleid: 000000465822.jpg, result=true
[ AI-Rank-Log  1/31 20:33:48. 60 ]sampleid: 000000465836.jpg, result=true
[ AI-Rank-Log  1/31 20:33:49.450 ]sampleid: 000000466085.jpg, result=true
[ AI-Rank-Log  1/31 20:33:50.834 ]sampleid: 000000466125.jpg, result=true
[ AI-Rank-Log  1/31 20:33:52.215 ]sampleid: 000000466156.jpg, result=true
[ AI-Rank-Log  1/31 20:33:53.604 ]sampleid: 000000466256.jpg, result=true
[ AI-Rank-Log  1/31 20:33:54.983 ]sampleid: 000000466339.jpg, result=true
[ AI-Rank-Log  1/31 20:33:56.365 ]sampleid: 000000466416.jpg, result=true
[ AI-Rank-Log  1/31 20:33:57.755 ]sampleid: 000000466567.jpg, result=true
[ AI-Rank-Log  1/31 20:33:59.136 ]sampleid: 000000466602.jpg, result=true
[ AI-Rank-Log  1/31 20:34: 0.536 ]sampleid: 000000466835.jpg, result=true
[ AI-Rank-Log  1/31 20:34: 1.924 ]sampleid: 000000466986.jpg, result=true
[ AI-Rank-Log  1/31 20:34: 3.311 ]sampleid: 000000467176.jpg, result=true
[ AI-Rank-Log  1/31 20:34: 4.691 ]sampleid: 000000467315.jpg, result=true
[ AI-Rank-Log  1/31 20:34: 6. 79 ]sampleid: 000000467511.jpg, result=true
[ AI-Rank-Log  1/31 20:34: 7.467 ]sampleid: 000000467776.jpg, result=true
[ AI-Rank-Log  1/31 20:34: 8.852 ]sampleid: 000000467848.jpg, result=true
[ AI-Rank-Log  1/31 20:34:10.222 ]sampleid: 000000468124.jpg, result=true
[ AI-Rank-Log  1/31 20:34:11.599 ]sampleid: 000000468233.jpg, result=true
[ AI-Rank-Log  1/31 20:34:12.984 ]sampleid: 000000468245.jpg, result=true
[ AI-Rank-Log  1/31 20:34:14.381 ]sampleid: 000000468332.jpg, result=true
[ AI-Rank-Log  1/31 20:34:15.768 ]sampleid: 000000468501.jpg, result=true
[ AI-Rank-Log  1/31 20:34:17.158 ]sampleid: 000000468505.jpg, result=true
[ AI-Rank-Log  1/31 20:34:18.542 ]sampleid: 000000468577.jpg, result=true
[ AI-Rank-Log  1/31 20:34:19.931 ]sampleid: 000000468632.jpg, result=true
[ AI-Rank-Log  1/31 20:34:21.321 ]sampleid: 000000468925.jpg, result=true
[ AI-Rank-Log  1/31 20:34:22.708 ]sampleid: 000000468954.jpg, result=true
[ AI-Rank-Log  1/31 20:34:24. 95 ]sampleid: 000000468965.jpg, result=true
[ AI-Rank-Log  1/31 20:34:25.472 ]sampleid: 000000469067.jpg, result=true
[ AI-Rank-Log  1/31 20:34:26.858 ]sampleid: 000000469174.jpg, result=true
[ AI-Rank-Log  1/31 20:34:28.247 ]sampleid: 000000469192.jpg, result=true
[ AI-Rank-Log  1/31 20:34:29.648 ]sampleid: 000000469246.jpg, result=true
[ AI-Rank-Log  1/31 20:34:31. 30 ]sampleid: 000000469652.jpg, result=true
[ AI-Rank-Log  1/31 20:34:32.408 ]sampleid: 000000469828.jpg, result=true
[ AI-Rank-Log  1/31 20:34:33.796 ]sampleid: 000000470121.jpg, result=true
[ AI-Rank-Log  1/31 20:34:35.180 ]sampleid: 000000470173.jpg, result=true
[ AI-Rank-Log  1/31 20:34:36.577 ]sampleid: 000000470773.jpg, result=true
[ AI-Rank-Log  1/31 20:34:37.964 ]sampleid: 000000470779.jpg, result=true
[ AI-Rank-Log  1/31 20:34:39.365 ]sampleid: 000000470924.jpg, result=true
[ AI-Rank-Log  1/31 20:34:40.759 ]sampleid: 000000470952.jpg, result=true
[ AI-Rank-Log  1/31 20:34:42.151 ]sampleid: 000000471023.jpg, result=true
[ AI-Rank-Log  1/31 20:34:43.551 ]sampleid: 000000471087.jpg, result=true
[ AI-Rank-Log  1/31 20:34:44.955 ]sampleid: 000000471450.jpg, result=true
[ AI-Rank-Log  1/31 20:34:46.357 ]sampleid: 000000471567.jpg, result=true
[ AI-Rank-Log  1/31 20:34:47.758 ]sampleid: 000000471756.jpg, result=true
[ AI-Rank-Log  1/31 20:34:49.163 ]sampleid: 000000471789.jpg, result=true
[ AI-Rank-Log  1/31 20:34:50.561 ]sampleid: 000000471869.jpg, result=true
[ AI-Rank-Log  1/31 20:34:51.956 ]sampleid: 000000471893.jpg, result=true
[ AI-Rank-Log  1/31 20:34:53.358 ]sampleid: 000000471991.jpg, result=true
[ AI-Rank-Log  1/31 20:34:54.758 ]sampleid: 000000472030.jpg, result=true
[ AI-Rank-Log  1/31 20:34:56.163 ]sampleid: 000000472046.jpg, result=true
[ AI-Rank-Log  1/31 20:34:57.560 ]sampleid: 000000472298.jpg, result=true
[ AI-Rank-Log  1/31 20:34:58.958 ]sampleid: 000000472375.jpg, result=true
